Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count
ENSDARG00000036820	2.1836648428146967e-5	0.0025592993102200937	0.5179809097170324	8	26292560	26326501	1	protein_coding	mgll	monoglyceride lipase [Source:ZFIN;Acc:ZDB-GENE-031006-9]	995	1333	1822	912	1852	1384	1390	1562	1067	1009	1142	1471	1123.5681192199024	1086.9202982146883	1747.174617268569	1155.1804980690742	1563.7795305285556	1025.1485925016168	1401.1200523135335	1122.9921681769583	1527.23633364126	1047.126153745875	1188.042245199518	1744.8959355482712
ENSDARG00000099974	2.1965951375205447e-5	0.0025615169226784803	0.4465441013987703	12	26023948	26064562	-1	protein_coding	ldb3b	LIM domain binding 3b [Source:ZFIN;Acc:ZDB-GENE-030131-6032]	3472	5569	5582	3549	7932	5427	5256	5030	4528	3755	5323	4468	3920.6316682728652	4540.929587965191	5352.759996483618	4495.324109262219	6697.5697819397965	4019.856511203955	5298.048197812901	3616.2936017478237	6481.09289477753	3896.8867267747873	5537.608468648891	5299.928647198964
ENSDARG00000036832	2.2431353838525794e-5	0.0026027099858841477	-1.0739674031289397	19	5356421	5358455	-1	protein_coding	cyt1l	type I cytokeratin, enveloping layer, like [Source:ZFIN;Acc:ZDB-GENE-061026-4]	2920	5347	1494	2470	2590	6864	2019	7321	2082	3802	3870	2058	3297.305435298608	4359.9121039414395	1432.6448288689583	3128.613848937076	2186.9270972294594	5084.262961655417	2035.1520759863483	5263.396711410699	2980.043155240022	3945.6626724894118	4026.027573486983	2441.193633826201
ENSDARG00000046140	2.2725737609302776e-5	0.0026237485918481603	4.033546604857037	3	21200763	21218133	1	protein_coding	zgc:112038	zgc:112038 [Source:ZFIN;Acc:ZDB-GENE-050522-271]	4	0	17	0	11	0	23	10	30	0	25	26	4.516856760683025	0	16.30184878900421	0	9.288107362750601	0	23.18400086561962	7.189450500492691	42.94010310144124	0	26.007930061285418	30.84112462559827
ENSDARG00000044094	2.2885060918812467e-5	0.002629062988524565	0.7138888749722693	21	32390707	32436679	-1	protein_coding	gfpt2	glutamine-fructose-6-phosphate transaminase 2 [Source:ZFIN;Acc:ZDB-GENE-071113-1]	314	394	493	252	708	375	488	457	325	279	338	519	354.5732557136174	321.26526443855005	472.75361488112213	319.19461130855996	597.8163648024932	277.7678628526779	491.90401836619014	328.55788787251595	465.1844502656134	289.5423160506433	351.62721442857884	615.6362954109808
ENSDARG00000099923	2.4178518675930206e-5	0.0027639739132691446	0.48495070658460726	14	48862987	48921546	1	protein_coding	zgc:154054	zgc:154054 [Source:ZFIN;Acc:ZDB-GENE-061103-283]	309	434	487	263	588	413	439	488	363	319	376	404	348.92718476276366	353.88102732571247	467.0000211908853	333.1277094212352	496.4915572088503	305.91500628841595	442.512016522044	350.84518442404334	519.5752475274389	331.0537592120259	391.1592681217327	479.2236287977577
ENSDARG00000045561	2.4725663159938735e-5	0.002812665388674207	1.8496828781674308	4	17662413	17669881	-1	protein_coding	dram1	DNA-damage regulated autophagy modulator 1 [Source:ZFIN;Acc:ZDB-GENE-041010-147]	9	8	24	8	37	5	24	11	19	14	27	27	10.162927711536804	6.523152577432488	23.01437476094712	10.133162263763808	31.241815674706565	3.7035715047023725	24.192000903255256	7.90839555054196	27.195398630912784	14.529005106483895	28.088564466188252	32.02732172658282
ENSDARG00000055510	2.5234270672104026e-5	0.0028565194400821756	-0.6374555559184685	3	26186153	26191960	-1	protein_coding	ypel3	yippee-like 3 [Source:NCBI gene;Acc:368214]	341	366	266	243	209	429	198	384	247	261	266	245	385.0620388482278	298.43423041753636	255.0759869338306	307.7948037618257	176.4740398922614	317.76643510346355	199.58400745185585	276.0748992189193	353.5401822018662	270.86216662802116	276.72437585207683	290.6182897412144
ENSDARG00000057035	2.549649851393845e-5	0.0028721929345361928	-0.907908158690504	10	24641229	24648231	-1	protein_coding	stoml3b	stomatin (EPB72)-like 3b [Source:ZFIN;Acc:ZDB-GENE-050417-366]	886	2046	489	1138	739	1293	926	930	355	575	465	363	1000.48377249129	1668.2962716783588	468.9178857542976	1441.4423320204016	623.9919400975176	957.7435911160336	933.4080348505986	668.6188965458202	508.1245533670546	596.7269954448742	483.74749913990877	430.5895476573912
ENSDARG00000053113	2.598321133212526e-5	0.0029128811699193177	0.4053013762707074	11	11120532	11193205	1	protein_coding	ly75	lymphocyte antigen 75 [Source:ZFIN;Acc:ZDB-GENE-050309-166]	299	411	471	272	544	478	448	494	338	325	401	424	337.6350428610561	335.1269636655941	451.65710468358725	344.52751696796946	459.3391277578479	354.0614358495468	451.58401686076473	355.15885472433894	483.79182827623794	337.2804756862333	417.1671981830181	502.9475708174487
ENSDARG00000074150	2.6223501684917163e-5	0.0029221111197630374	3.2290300930042575	12	46231498	46252062	-1	protein_coding	si:ch211-226h7.5	si:ch211-226h7.5 [Source:ZFIN;Acc:ZDB-GENE-130531-3]	1	2	25	4	18	1	16	0	11	1	7	26	1.1292141901707562	1.630788144358122	23.97330704265325	5.066581131881904	15.198721139046437	0.7407143009404745	16.128000602170168	0	15.744704470528452	1.0377860790345639	7.282220417159917	30.84112462559827
ENSDARG00000063519	2.631738447084697e-5	0.0029221111197630374	-0.655047133371281	10	36731039	36738642	-1	protein_coding	PLEKHB1	si:ch211-176g13.7 [Source:ZFIN;Acc:ZDB-GENE-030131-7664]	357	588	330	314	289	551	243	416	261	417	277	278	403.1294658909599	479.4517144412879	316.4476529630229	397.7266188527295	244.0239116213567	408.13357981820144	244.94400914545946	299.08114082049593	373.57889698253877	432.75679495741315	288.16786507904243	329.7627940737046
ENSDARG00000100280	2.697357242997802e-5	0.002980708199095571	1.1826272087339444	6	57401178	57426097	-1	protein_coding	znfx1	zinc finger, NFX1-type containing 1 [Source:ZFIN;Acc:ZDB-GENE-110804-2]	21	28	56	19	81	50	63	28	44	25	44	60	23.71349799358588	22.83103402101371	53.700207775543284	24.066260376439043	68.39424512570896	37.03571504702373	63.50400237104504	20.130461401379534	62.97881788211381	25.944651975864097	45.773956907862335	71.17182605907293
ENSDARG00000012435	2.735282756716284e-5	0.0029950266640933385	2.1837287391556424	4	17807837	17812131	-1	protein_coding	spic	Spi-C transcription factor (Spi-1/PU.1 related) [Source:ZFIN;Acc:ZDB-GENE-040912-47]	7	5	22	6	35	3	19	3	14	5	37	34	7.904499331195293	4.076970360895305	21.09651019753486	7.599871697822856	29.553068881479184	2.2221429028214237	19.152000715077076	2.156835150147807	20.038714780672578	5.18893039517282	38.49173649070242	40.33070143347466
ENSDARG00000039997	2.736127091216874e-5	0.0029950266640933385	0.4668601532149321	19	25088150	25149598	-1	protein_coding	ptp4a3a	protein tyrosine phosphatase 4A3a [Source:ZFIN;Acc:ZDB-GENE-040426-2220]	601	1157	1178	667	1444	1219	1141	1290	947	836	1338	991	678.6577282926245	943.4109415111736	1129.6222278498212	844.8524037413075	1219.2751847101697	902.9307328464384	1150.1280429422602	927.4391145635572	1355.475921235495	867.5891620728954	1391.9444168799955	1175.5213270756879
ENSDARG00000058944	2.8899052131204256e-5	0.003148504242989324	-1.4035463702483952	8	10033326	10048059	-1	protein_coding	si:dkey-8e10.3	si:dkey-8e10.3 [Source:ZFIN;Acc:ZDB-GENE-081104-442]	67	120	43	157	80	285	56	261	48	129	99	60	75.65735074144067	97.84728866148733	41.23408811336359	198.86330942636474	67.54987172909527	211.10357576803523	56.44800210759559	187.64465806285924	68.70416496230598	133.87440419545874	102.99140304269025	71.17182605907293
ENSDARG00000069559	2.909484656859075e-5	0.0031550234087416684	0.5923860601372769	1	45121393	45135878	1	protein_coding	muc13a	mucin 13a, cell surface associated [Source:ZFIN;Acc:ZDB-GENE-061207-26]	181	252	360	156	406	385	325	363	246	205	351	310	204.38776842090687	205.47930618912338	345.2156214142068	197.59666414339426	342.8155990251585	285.1750058620827	327.60001223158156	260.97705316788466	352.1088454318181	212.7461462020856	365.1513380604473	367.72110130521014
ENSDARG00000086805	2.945884833124408e-5	0.0031796373691853493	0.7977412466233228	24	32414643	32452355	-1	protein_coding	itprid1	ITPR interacting domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-091204-197]	56	74	99	35	131	84	96	97	56	64	83	79	63.23599464956234	60.33916134125052	94.93429588890687	44.33258490396666	110.61291495639351	62.22000127899986	96.76800361302102	69.7376698547791	80.15485912269031	66.41830905821209	86.34632780346759	93.70957097777935
ENSDARG00000092858	3.111187818895428e-5	0.0033425103946892274	1.0356064513602192	13	20535159	20540790	-1	protein_coding	si:ch1073-126c3.2	si:ch1073-126c3.2 [Source:ZFIN;Acc:ZDB-GENE-030131-4602]	57	64	151	74	126	107	191	146	151	118	150	116	64.3652088397331	52.185220619459905	144.79877453762563	93.73175093981523	106.39104797332506	79.25643020063077	192.5280071884064	104.96597730719328	216.1318522772542	122.45875732607854	156.0475803677125	137.59886371420765
ENSDARG00000010454	3.148834242567892e-5	0.0033612688122916165	1.0231645877941016	4	22343093	22350976	1	protein_coding	guca1a	guanylate cyclase activator 1A [Source:ZFIN;Acc:ZDB-GENE-011128-5]	42	87	109	68	130	68	171	166	51	124	68	76	47.42699598717176	70.93928427957832	104.52361870596818	86.13187924199237	109.76854155977982	50.36857246395227	172.3680064356937	119.34487830817866	72.9981752724501	128.68547380028593	70.74156976669634	90.1509796748257
ENSDARG00000013926	3.171124737480612e-5	0.0033612688122916165	0.7431814941274439	17	20653773	20666616	-1	protein_coding	slc16a9a	solute carrier family 16 member 9a [Source:ZFIN;Acc:ZDB-GENE-040426-1364]	122	200	288	163	371	278	304	240	448	160	384	391	137.76413120083225	163.0788144358122	276.17249713136545	206.4631811241876	313.2625301436793	205.9185756614519	306.4320114412332	172.54681201182458	641.2388729815225	166.04577264553023	399.48180574134403	463.80306648495855
ENSDARG00000094678	3.1721014819092646e-5	0.0033612688122916165	1.3367796787480009	1	44784793	44796531	-1	protein_coding	si:dkey-9i23.6	si:dkey-9i23.6 [Source:ZFIN;Acc:ZDB-GENE-090313-365]	18	35	63	12	80	44	59	30	39	17	49	85	20.32585542307361	28.538792526267137	60.41273374748619	15.199743395645712	67.54987172909527	32.59142924138088	59.4720022205025	21.568351501478073	55.82213403187361	17.642363343587586	50.97554292011942	100.82675358368665
ENSDARG00000002405	3.353515211220065e-5	0.0035373488177987654	-0.563519287276976	5	20786772	20814588	-1	protein_coding	si:ch211-225b11.1	si:ch211-225b11.1 [Source:ZFIN;Acc:ZDB-GENE-060531-39]	303	427	225	267	313	495	226	538	142	265	222	181	342.1518996217391	348.17326882045904	215.75976338387926	338.19429055311707	264.2888731400853	366.6535789655349	227.80800850565365	386.79243692650675	203.24982134682185	275.01331094415946	230.9504189442145	214.70167527820334
ENSDARG00000068888	3.464391469973002e-5	0.0036377678032666737	0.7079512834588131	9	48270379	48281941	-1	protein_coding	klhl41a	kelch-like family member 41a [Source:NCBI gene;Acc:100148315]	111	174	186	107	317	153	182	240	118	151	183	163	125.34277510895393	141.87856855915663	178.36140439734018	135.53104527784095	267.66636672654005	113.3292880438926	183.45600684968568	172.54681201182458	168.89773886566886	156.70569793421916	190.37804804860926	193.35012746048145
ENSDARG00000109648	3.975307702459782e-5	0.004155450024472148	1.0764430702098304	25	13180468	13188678	-1	protein_coding	si:ch211-147m6.1	si:ch211-147m6.1 [Source:ZFIN;Acc:ZDB-GENE-131120-57]	55	55	86	44	128	73	150	60	92	56	93	147	62.10678045939159	44.846673969848354	82.46817622672718	55.73239245070094	108.07979476655244	54.072143968654636	151.20000564534533	43.136703002956146	131.6829828444198	58.11602042593558	96.74949982798175	174.37097384472867
ENSDARG00000098379	4.2418155118076884e-5	0.004414151155471265	1.0759753153285294	7	18721547	18730474	-1	protein_coding	C7H4orf54	si:dkey-38l22.2 [Source:ZFIN;Acc:ZDB-GENE-141216-433]	36	52	127	63	153	71	85	97	59	42	101	75	40.65171084614722	42.40049175331117	121.78439977667851	79.79865282713999	129.1891296818947	52.59071536677369	85.68000319902903	69.7376698547791	84.44886943283443	43.58701531945168	105.07203744759309	88.96478257384116
ENSDARG00000088641	4.2823725025534706e-5	0.00443646144170785	2.6734645045546093	19	40196462	40199098	-1	protein_coding	grn2	granulin 2 [Source:ZFIN;Acc:ZDB-GENE-050522-264]	37	42	241	57	455	25	176	12	204	70	231	282	41.780925036317974	34.24655103152056	231.10267989117733	72.19878112931714	384.1898954592294	18.517857523511864	177.40800662387187	8.627340600591229	291.9927010898004	72.64502553241947	240.31327376627726	334.50758247764276
ENSDARG00000091085	4.455177256321348e-5	0.004594970818230808	3.335314442121207	18	10689772	10690365	1	protein_coding	lepa	leptin a [Source:ZFIN;Acc:ZDB-GENE-081001-1]	2	0	24	1	9	4	19	1	13	3	8	9	2.2584283803415124	0	23.01437476094712	1.266645282970476	7.599360569523219	2.962857203761898	19.152000715077076	0.7189450500492691	18.607378010624537	3.1133582371036916	8.322537619611333	10.67577390886094
ENSDARG00000102267	4.577011030791533e-5	0.00469973973365258	1.0229352734899086	3	48253202	48259289	-1	protein_coding	znf750	zinc finger protein 750 [Source:NCBI gene;Acc:550483]	95	141	211	61	222	92	169	160	208	109	137	135	107.27534806622184	114.97056417724761	202.33471143999344	77.26536226119904	187.4508940482394	68.14571568652366	170.35200636042242	115.03120800788305	297.7180481699926	113.11868261476747	142.5234567358441	160.1366086329141
ENSDARG00000009862	4.840554388013814e-5	0.004948453970407426	-0.6607751155312708	10	39283985	39294725	1	protein_coding	dcps	decapping enzyme, scavenger [Source:ZFIN;Acc:ZDB-GENE-040311-1]	267	390	215	263	229	354	174	397	111	195	210	134	301.5001887755919	318.0036881498338	206.17044056681797	333.1277094212352	193.36150782453524	262.212862532928	175.3920065486006	285.42118486955985	158.87838147533256	202.36828541173995	218.4666125147975	158.95041153192955
ENSDARG00000026925	4.863624942035787e-5	0.004950231596705371	2.6714421770587737	5	43782267	43796971	1	protein_coding	nos2a	nitric oxide synthase 2a, inducible [Source:ZFIN;Acc:ZDB-GENE-040305-1]	11	1	22	1	59	7	21	6	21	1	18	17	12.421356091878318	0.815394072179061	21.09651019753486	1.266645282970476	49.81803040020777	5.185000106583321	21.168000790348348	4.313670300295614	30.058072171008863	1.0377860790345639	18.7257096441255	20.16535071673733
ENSDARG00000008772	5.0617206597347764e-5	0.005128275505869715	0.4336874016141771	6	21470261	21492752	-1	protein_coding	cacng1a	calcium channel, voltage-dependent, gamma subunit 1a [Source:ZFIN;Acc:ZDB-GENE-030131-732]	406	633	699	425	876	633	589	664	532	457	615	553	458.46096120932697	516.1444476893456	670.2936649125849	538.3242452624523	739.6710954335932	468.8721524953204	593.7120221673894	477.37951323271466	761.4711616655579	474.2682381187957	639.7950795076213	655.9669968444555
ENSDARG00000069844	5.082751729509757e-5	0.005128275505869715	2.6740601604388012	9	21833628	21838045	-1	protein_coding	acod1	aconitate decarboxylase 1 [Source:ZFIN;Acc:ZDB-GENE-081104-428]	6	1	31	4	26	4	19	5	42	9	11	40	6.775285141024537	0.815394072179061	29.72690073289003	5.066581131881904	21.953708311955964	2.962857203761898	19.152000715077076	3.5947252502463454	60.116144342017726	9.340074711311075	11.443489226965584	47.447884039381954
ENSDARG00000093494	5.147021390609747e-5	0.005170639757164061	1.6364755588041615	1	52398205	52400660	1	protein_coding	si:ch211-217k17.9	si:ch211-217k17.9 [Source:ZFIN;Acc:ZDB-GENE-061207-21]	198	348	706	128	992	252	479	240	791	164	348	419	223.5844096538097	283.75713711831327	677.0061908845278	162.13059622022092	837.6184094407814	186.66000383699958	482.8320180274695	172.54681201182458	1132.1873851080006	170.19691696166848	362.030386453093	497.01658531252593
ENSDARG00000017780	5.26336672977428e-5	0.005264727945307843	-0.7428159777082152	2	49417900	49454451	1	protein_coding	rorcb	RAR-related orphan receptor C b [Source:ZFIN;Acc:ZDB-GENE-040724-215]	424	576	341	279	307	779	256	617	388	362	372	298	478.7868166324006	469.66698557513917	326.9959080617904	353.3940339487628	259.22263276040314	577.0164404326297	258.0480096347227	443.58909588039904	555.35866677864	375.67856061051214	386.997999311927	353.48673609339556
ENSDARG00000061391	5.3932675367234256e-5	0.005371509290008747	0.4973598069685511	17	32391056	32426413	-1	protein_coding	grhl1	grainyhead-like transcription factor 1 [Source:ZFIN;Acc:ZDB-GENE-030131-3665]	308	395	481	264	508	359	446	476	253	291	418	391	347.7979705725929	322.0806585107291	461.24642750064857	334.3943547042057	428.941685479755	265.9164340376303	449.56801678549346	342.2178438234521	362.12820282215444	301.9957489990581	434.8525906246922	463.80306648495855
ENSDARG00000043128	5.597560489523923e-5	0.005551153364097955	0.4842180861481377	15	2638884	2640966	-1	protein_coding	cldne	claudin e [Source:ZFIN;Acc:ZDB-GENE-010328-5]	1062	1582	1950	935	1980	1610	1552	1753	1475	1218	1345	1421	1199.225469961343	1289.9534221872746	1869.9179493269537	1184.313339577395	1671.8593252951082	1192.550024514164	1564.4160584105064	1260.3106727363688	2111.221735820861	1264.0234442640988	1399.2266372971555	1685.5860804990439
ENSDARG00000116804	5.899536321732112e-5	0.005825729356685762	0.9088221475991006	20	54829098	54869006	-1	protein_coding	CABZ01037174.1	NA	44	72	115	59	152	94	116	80	59	65	85	123	49.68542436751327	58.708373196892396	110.27721239620496	74.73207169525809	128.34475628528102	69.62714428840461	116.92800436573373	57.515604003941526	84.44886943283443	67.45609513724665	88.42696220837043	145.9022434210995
ENSDARG00000095245	6.0145243731696766e-5	0.005914112398465065	5.041305246344472	24	5826005	5838323	1	protein_coding	si:ch211-157j23.2	si:ch211-157j23.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5686]	1	0	15	0	10	0	6	4	11	1	3	16	1.1292141901707562	0	14.38398422559195	0	8.443733966136909	0	6.048000225813814	2.8757802001970765	15.744704470528452	1.0377860790345639	3.1209516073542503	18.979153615752782
ENSDARG00000077130	6.108050571828511e-5	0.005980735087335546	0.6843977832193451	2	1945211	1954204	1	protein_coding	bcl10	BCL10 immune signaling adaptor [Source:ZFIN;Acc:ZDB-GENE-100219-2]	83	114	144	82	220	128	137	120	113	108	138	133	93.72477778417276	92.95492422841296	138.08624856568272	103.86491320357904	185.762147255012	94.81143052038074	138.09600515608207	86.27340600591229	161.74105501542866	112.0808965357329	143.5637739382955	157.76421443094497
ENSDARG00000058032	6.599842956975202e-5	0.006435124187376745	0.5131778316119942	8	14158021	14170576	1	protein_coding	tpk2	thiamin pyrophosphokinase 2 [Source:ZFIN;Acc:ZDB-GENE-060503-173]	227	278	329	171	433	300	301	275	227	223	333	232	256.3316211687616	226.67955206577898	315.4887206813168	216.5963433879514	365.6136807337282	222.21429028214234	303.4080113283263	197.709888763549	324.9134468009054	231.42629562470773	346.4256284163218	275.1977274284153
ENSDARG00000008433	6.677665068008227e-5	0.006483761320845142	0.675413063624615	8	11204059	11229523	-1	protein_coding	unc45b	unc-45 myosin chaperone B [Source:NCBI gene;Acc:266640]	400	449	610	325	752	367	567	416	323	372	523	321	451.6856760683024	366.11193840839843	584.9486918407393	411.6597169654047	634.9687942534956	271.8421484451541	571.5360213394054	299.08114082049593	462.3217767255173	386.05642140085774	544.085896882091	380.7692694160402
ENSDARG00000027658	6.749341980489198e-5	0.006526051249968013	1.6755520102877783	23	642001	653333	1	protein_coding	irf10	interferon regulatory factor 10 [Source:ZFIN;Acc:ZDB-GENE-040426-2084]	13	12	36	12	55	10	28	13	17	13	12	25	14.67978447221983	9.784728866148733	34.52156214142068	15.199743395645712	46.440536813753	7.407143009404745	28.224001053797796	9.346285650640498	24.3327250908167	13.49121902744933	12.483806429417001	29.65492752461372
ENSDARG00000051819	6.889173963579228e-5	0.006633617053892929	1.0312767278273933	7	67183718	67214972	-1	protein_coding	swap70a	switching B cell complex subunit SWAP70a [Source:ZFIN;Acc:ZDB-GENE-040426-1182]	49	74	111	34	168	68	72	45	71	48	85	105	55.33149531836705	60.33916134125052	106.44148326938044	43.06593962099618	141.85473063110007	50.36857246395227	72.57600270976576	32.35252725221711	101.62491067341092	49.813731793659066	88.42696220837043	124.55069560337762
ENSDARG00000032571	7.095490791286941e-5	0.0068040479050663115	0.638248501224184	20	2589414	2609270	1	protein_coding	il20ra	interleukin 20 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-040724-249]	195	237	371	126	335	300	291	172	178	143	196	240	220.19676708329746	193.24839510643747	355.76387651297426	159.59730565427998	282.8650878655865	222.21429028214234	293.32801095197	123.65854860847428	254.77794506855133	148.40340930194265	203.9021716804777	284.6873042362917
ENSDARG00000094460	7.289820634991233e-5	0.006961628710107265	0.613384193183302	23	40477220	40480582	1	processed_transcript	CR354556.3	NA	247	457	596	280	587	536	543	599	652	409	612	527	278.91590497217675	372.6350909858309	571.5236398968535	354.6606792317333	495.64718381223656	397.02286530409435	547.3440204361501	430.6480849795122	933.2315740713228	424.4545063251366	636.6741279002671	625.1258722188572
ENSDARG00000020693	7.360502966633904e-5	0.007000320977201082	-0.5929825362897622	20	32152355	32231157	1	protein_coding	sesn1	sestrin 1 [Source:ZFIN;Acc:ZDB-GENE-040718-408]	2637	2700	2121	2337	2048	4263	1839	3524	2945	2947	2669	3280	2977.737819480284	2201.5639948834646	2033.895369498702	2960.1500263020025	1729.276716264839	3157.665064909243	1853.7120692119338	2533.5623563736244	4215.286787791481	3058.35557491486	2776.606613342831	3890.72649122932
ENSDARG00000091116	7.410880558272496e-5	0.00701946507082741	0.4670152259926545	19	22850657	22919764	1	protein_coding	pkhd1l1	polycystic kidney and hepatic disease 1 (autosomal recessive)-like 1 [Source:ZFIN;Acc:ZDB-GENE-060503-475]	657	945	1009	594	1168	915	1087	1362	874	675	1112	1181	741.8937229421867	770.5473982092127	967.5626722414852	752.3872980844627	986.228127244791	677.7535853605342	1095.6960409099358	979.2031581671044	1250.988337021988	700.5056033483306	1156.8327291259754	1400.898776262752
ENSDARG00000040445	7.516981553094785e-5	0.00709101926508608	0.8750781151516035	9	23765587	23779525	1	protein_coding	si:ch211-219a4.3	si:ch211-219a4.3 [Source:ZFIN;Acc:ZDB-GENE-070424-157]	108	99	148	59	240	104	139	90	160	79	151	165	121.95513253844166	80.72401314572704	141.92197769250726	74.73207169525809	202.64961518728583	77.03428729780936	140.11200523135335	64.70505450443422	229.01388320768658	81.98510024373054	157.08789757016393	195.72252166245056
ENSDARG00000093546	7.832348280118517e-5	0.007358602193863575	1.1676509504974455	4	76775837	76785895	1	protein_coding	si:ch73-56d11.5	si:ch73-56d11.5 [Source:ZFIN;Acc:ZDB-GENE-161017-12]	47	61	125	28	138	77	94	65	37	17	90	86	53.07306693802554	49.73903840292272	119.86653521326626	35.46606792317333	116.52352873268936	57.035001172416536	94.75200353774974	46.73142825320249	52.95946049177753	17.642363343587586	93.62854822062751	102.0129506846712
ENSDARG00000076182	8.09471201164726e-5	0.007574430925092191	1.3979809556899536	9	41218967	41247197	1	protein_coding	stat1b	signal transducer and activator of transcription 1b [Source:ZFIN;Acc:ZDB-GENE-030616-23]	41	25	83	24	148	55	66	57	114	56	61	89	46.297781797001	20.384851804476526	79.59137938160879	30.399486791291423	124.96726269882626	40.739286551726096	66.52800248395195	40.97986785280834	163.1723917854767	58.11602042593558	63.459349349536424	105.57154198762484
ENSDARG00000004034	8.364493561011027e-5	0.00779543926011333	0.28198334605131353	3	27713610	27769232	1	protein_coding	arhgdig	Rho GDP dissociation inhibitor (GDI) gamma [Source:ZFIN;Acc:ZDB-GENE-040426-1493]	1731	2282	2425	1530	2763	2286	2105	2653	1620	1907	2215	2036	1954.6697631855789	1860.7292727126173	2325.4107831373653	1937.9672829448284	2333.003694843628	1693.2728919499248	2121.8400792230127	1907.3612177807108	2318.7655674778266	1979.0580527189134	2304.302603429888	2415.0972976045414
ENSDARG00000042577	8.587981253600538e-5	0.007971707718842163	2.8541544172322535	20	37812699	37813863	-1	protein_coding	batf3	basic leucine zipper transcription factor, ATF-like 3 [Source:ZFIN;Acc:ZDB-GENE-041014-356]	1	2	10	1	17	4	16	3	7	1	9	11	1.1292141901707562	1.630788144358122	9.5893228170613	1.266645282970476	14.354347742432747	2.962857203761898	16.128000602170168	2.156835150147807	10.019357390336289	1.0377860790345639	9.36285482206275	13.048168110830037
ENSDARG00000061081	8.720530742045976e-5	0.008062495474100356	0.515940862793851	19	42886413	42917226	1	protein_coding	arpp21	cAMP-regulated phosphoprotein, 21 [Source:ZFIN;Acc:ZDB-GENE-081104-296]	253	456	502	231	581	491	440	576	321	314	381	330	285.6911901132013	371.81969691365185	481.3840054164773	292.59506036617995	490.5809434325544	363.690721761773	443.5200165596797	414.11234882837897	459.4591031854212	325.86482881685305	396.3608541339898	391.4450433249011
ENSDARG00000105362	8.76044760843622e-5	0.00806725980957821	-0.6810551371751892	11	1925804	1935883	-1	protein_coding	faim2b	Fas apoptotic inhibitory molecule 2b [Source:ZFIN;Acc:ZDB-GENE-120426-3]	139	168	99	97	94	194	88	119	83	116	122	100	156.96077243373512	136.98620412608224	94.93429588890687	122.86459244813618	79.37109928168695	143.69857438245205	88.70400331193594	85.55446095586302	118.80095191398742	120.3831851680094	126.91869869907285	118.61971009845487
ENSDARG00000061303	9.043096743302215e-5	0.008294628578066055	-0.5209094888573169	6	37894220	38054851	1	protein_coding	oca2	oculocutaneous albinism II [Source:ZFIN;Acc:ZDB-GENE-070718-4]	231	301	177	179	201	324	168	401	173	227	198	222	260.84847792944464	245.43361572589737	169.73101386198502	226.72950565171521	169.71905271935188	239.99143350471374	169.34400632278678	288.2969650697569	247.62126121831113	235.577439940846	205.9828060853805	263.3357564185698
ENSDARG00000056464	9.471817781489983e-5	0.008653661552647896	0.7032505510195012	2	24304854	24308682	1	protein_coding	fitm1l	fat storage-inducing transmembrane protein 1 [Source:NCBI gene;Acc:503747]	92	121	174	74	179	160	190	131	115	96	169	95	103.88770549570957	98.66268273366639	166.85421701686664	93.73175093981523	151.1428379938507	118.51428815047592	191.52000715077077	94.18180155645425	164.60372855552473	99.62746358731813	175.81360721428942	112.68872459353213
ENSDARG00000022832	9.583692932363136e-5	0.008721536399545841	-0.516290491686009	17	20231801	20236309	-1	protein_coding	bnip4	BCL2 interacting protein 4 [Source:ZFIN;Acc:ZDB-GENE-051113-212]	196	239	161	181	187	328	152	308	138	210	157	158	221.3259812734682	194.8791832507956	154.38809735468695	229.26279621765616	157.8978251667602	242.95429070847564	153.2160057206166	221.43507541517488	197.52447426662968	217.93507659725842	163.32980078487242	187.4191419555587
ENSDARG00000070434	9.67043713297553e-5	0.008761498804257702	0.6366023048689348	20	28364742	28368137	1	protein_coding	rhov	ras homolog family member V [Source:ZFIN;Acc:ZDB-GENE-031002-10]	90	109	159	73	179	115	122	132	85	106	127	124	101.62927711536805	88.87795386751765	152.47023279127467	92.46510565684476	151.1428379938507	85.18214460815457	122.97600459154754	94.90074660650352	121.6636254540835	110.00532437766377	132.12028471132993	147.08844052208406
