Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_9 count	srpk3_wt_ttnb_het_3 count	srpk3_hom_ttnb_wt_4 count	srpk3_wt_ttnb_wt_2 count	srpk3_hom_ttnb_wt_8 count	srpk3_hom_ttnb_wt_6 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_2 count	srpk3_wt_ttnb_wt_6 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_7 count	srpk3_wt_ttnb_wt_4 count	srpk3_hom_ttnb_het_8 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_1 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_1 count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_7 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_1 normalised count
ENSDARG00000020594	3.7663340128308515e-5	0.005217986750919086	0.38081992189881636	20	36845787	36887516	-1	protein_coding	txlnba	taxilin beta a [Source:ZFIN;Acc:ZDB-GENE-030131-322]	946	1338	1490	728	1357	899	999	1711	1452	2264	2023	1519	1670	1976	1326	1186	1195	1314	1177	1219	1413	1876	1382	1015.0593945429506	1036.630655820756	1359.0117967693977	1079.542027112224	1476.99796528267	1083.3591944239151	1268.8764392341925	1234.4036506944144	1076.5585024224981	1816.5353795441392	1424.5524652801414	1457.2960570341604	1595.5176823962813	1350.3581853413125	1806.0542125219017	1169.0267249582237	1428.6118415593432	1269.185388972318	1265.5839705932062	1597.244054187735	1417.6358430801863	1856.1254855988188	1560.916435438871
ENSDARG00000101872	3.7962836649405944e-5	0.005229596446391177	-1.6351158631043932	7	39437384	39441050	-1	antisense	BX842701.1	NA	12	21	4	5	3	11	5	5	11	3	16	0	8	11	8	7	12	9	11	5	7	12	6	12.876017689762588	16.269987871626213	3.648353816830598	7.414436999397143	3.265286585002218	13.255785471260362	6.3507329291000625	3.607257892152	8.15574623047347	2.4070698492192655	11.266850936471707	0	7.64319847854506	7.517176132972893	10.896254675848578	6.8998204677129555	14.345892969633573	8.693050609399439	11.82788757563744	6.551452232107199	7.02296596005754	11.872870910013766	6.7767717891702075
ENSDARG00000021787	4.26567917974449e-5	0.005827917078495668	-0.3899697573274569	16	19537038	19568795	-1	protein_coding	abcb5	ATP-binding cassette, sub-family B (MDR/TAP), member 5 [Source:ZFIN;Acc:ZDB-GENE-030131-6414]	2074	2595	1621	1200	1208	1650	1202	1929	2343	2047	3105	1636	1777	2137	1381	1805	2121	1893	1537	1313	1841	1735	1728	2225.405057380634	2010.5056441366678	1478.4953842705997	1779.4648798553144	1314.8220648942265	1988.3678206890543	1526.716196155655	1391.6800947922416	1737.1739470908492	1642.4239937839457	2186.473259859041	1569.543350433105	1697.7454620468216	1460.3823087420976	1880.9659634183606	1779.1679920316978	2535.6365823827336	1828.4383115103485	1652.6784730686134	1720.4113561513504	1847.0400474951332	1716.619252406157	1951.7102752810197
ENSDARG00000096874	4.278693503700676e-5	0.005827917078495668	0.5741422233405256	7	66565572	66576522	1	protein_coding	tmem176l.3b	transmembrane protein 176l.3b [Source:ZFIN;Acc:ZDB-GENE-080829-14]	370	388	596	375	600	244	488	755	672	722	397	565	572	495	606	356	334	382	440	502	593	500	558	397.01054543434645	300.60739496147477	543.6047187077592	556.0827749547857	653.0573170004436	294.0374231806844	619.8315338801661	544.695941714952	498.2419515343793	579.3014770454366	279.55873886120423	542.0488954735357	546.4886912159718	338.2729259837802	825.3912916955297	350.90515521511605	399.29402098813443	368.97170364339837	473.1155030254976	657.7658041035627	594.9455449020173	494.70295458390694	630.2397763928293
ENSDARG00000040432	4.448751582936241e-5	0.006025697325602746	-0.40636584323110814	2	55665095	55673225	1	protein_coding	klf2b	Kruppel-like factor 2b [Source:ZFIN;Acc:ZDB-GENE-011109-2]	441	540	398	221	293	354	265	374	599	386	688	382	328	693	241	381	412	399	369	269	419	319	256	473.1936500987751	418.3711166989598	363.0112047746445	327.7181153733537	318.90965646854994	426.595277893288	336.5888452423033	269.8228903329696	444.11745382305537	309.70965393287884	484.4745902682834	366.48261605467366	313.3711376203475	473.5820963772923	328.2496721099384	375.54737117123375	492.5423252907526	385.39191035004177	396.77186503729234	352.4681300873673	420.37467675201566	315.6204850245326	289.1422630045955
ENSDARG00000037409	4.527325266745719e-5	0.00609805561623611	0.5631102764284112	1	21313165	21321482	-1	protein_coding	tmem144a	transmembrane protein 144a [Source:ZFIN;Acc:ZDB-GENE-040822-12]	49	99	118	64	91	53	84	117	86	153	84	86	102	100	81	62	59	64	74	64	69	84	92	52.577072233197235	76.70137139480929	107.62643759650264	94.90479359228344	99.04702641173395	63.868784543345384	106.69231320888106	84.4098346763568	63.76310689279259	122.76056231018255	59.15096741647646	82.50655754110454	97.45078060144952	68.33796484520812	110.32457859296684	61.11269557117189	70.53397376736507	61.81724877795156	79.56942550883369	83.85858857097215	69.22637874913862	83.11009637009637	103.9105007672765
ENSDARG00000004082	4.8634547398677224e-5	0.006514611059010659	0.6019159475468241	5	23630384	23635908	1	protein_coding	cx39.9	connexin 39.9 [Source:ZFIN;Acc:ZDB-GENE-040406-2]	85	138	121	59	136	96	109	200	150	236	112	127	203	171	123	110	132	128	103	117	209	141	108	91.20512530248499	106.91706315640083	110.36270295912558	87.49035659288629	148.02632518676722	115.68685502190861	138.44597785438137	144.29031568608	111.21472132463823	189.35616147191556	78.86795655530194	121.84107915953811	193.9461613930809	116.85791988530589	167.52991564117187	108.42575020691788	157.80482266596928	123.63449755590312	110.75203820824149	153.30398223130845	209.6856979502894	139.50623319266177	121.98189220506373
ENSDARG00000102267	4.939998382000354e-5	0.0065807835588790435	0.7616528776385575	3	48253202	48259289	-1	protein_coding	znf750	zinc finger protein 750 [Source:NCBI gene;Acc:550483]	95	141	211	60	127	61	92	184	139	222	92	169	157	160	208	109	92	177	101	93	116	137	135	101.93514004395382	109.24134713806171	192.45066383781403	88.97324399276572	138.23046543176056	73.5093557951711	116.85348589544115	132.74709043119358	103.05897509416477	178.12316884222565	64.78439288471232	162.13497935403103	149.9977701414468	109.340743752333	283.302621572063	107.44006156867317	109.98517943385738	170.9633286515223	108.60151319448923	121.8570115171939	116.38057876666781	135.5486095559905	152.47736525632965
ENSDARG00000094460	5.184182917581497e-5	0.006868334144085431	0.5698533580175145	23	40477220	40480582	1	processed_transcript	CR354556.3	NA	247	457	596	250	631	280	382	506	396	587	536	543	409	599	652	409	435	423	544	385	654	612	527	265.03136411427994	354.0659265396752	543.6047187077592	370.72184996985715	686.7986117121332	337.41999381390013	485.19599578324477	365.0544986857824	293.606864297045	470.9833338305696	377.43950637180217	520.9425668002299	390.7585222156162	409.3444094227967	888.0447560816591	403.1466530420856	520.038620149217	408.5733786417736	584.9428037406152	504.4618218722543	656.1456768396616	605.5164164107022	595.2264554821165
ENSDARG00000044968	5.476957605574341e-5	0.0072167846275624946	0.22303599730761658	13	25211939	25284716	-1	protein_coding	vcla	vinculin a [Source:ZFIN;Acc:ZDB-GENE-050506-61]	573	769	793	417	691	504	527	955	770	836	867	659	820	931	432	604	507	609	550	543	713	728	636	614.8298446861636	595.7914606324075	723.2861441866661	618.3640457497218	752.1043434121775	607.3559888650202	669.3672507271466	688.9862574010319	570.902236133143	670.7701313157687	610.5224851200607	632.230481623115	783.4278440508687	636.2264527088877	588.3977524958232	595.3559374998036	606.1139779670184	588.2297579026953	591.394378781872	711.4877124068418	715.3392470744324	720.2875018741686	718.337809652042
ENSDARG00000043128	5.807773998222366e-5	0.007611323274967637	0.3576763118792065	15	2638884	2640966	-1	protein_coding	cldne	claudin e [Source:ZFIN;Acc:ZDB-GENE-010328-5]	1062	1582	1950	1045	1506	935	1298	2219	1806	1980	1610	1552	1546	1753	1475	1218	926	1161	1301	1054	1529	1345	1421	1139.5275655439889	1225.672419662508	1778.5724857049165	1549.6173328740028	1639.1738656711134	1126.7417650571308	1648.6502683943763	1600.9010525370575	1339.0252447486444	1588.6661004847153	1133.7268754824656	1488.9555500441193	1477.0481059788328	1197.9645237364984	2008.9969558595815	1200.5687613820544	1107.0247408233906	1121.4035286125275	1398.9165214458465	1381.0461305281974	1534.0164218468542	1330.7509478307097	1604.9654520684774
ENSDARG00000062900	5.8819929445687854e-5	0.00766714617962743	0.8128268767011398	19	9004256	9017910	1	protein_coding	si:ch211-81a5.1	si:ch211-81a5.1 [Source:ZFIN;Acc:ZDB-GENE-060503-608]	22	40	45	18	52	17	31	55	32	62	25	32	37	21	23	24	15	23	27	29	22	40	28	23.60603243123141	30.990453088811833	41.043980439344224	26.691973197829714	56.59830080670511	20.486213910129653	39.37454416042039	39.679836813672	23.725807215922824	49.74611021719816	17.604454588237044	30.700114433899365	35.34979296327091	14.350972617493706	31.32673219306466	23.656527317872992	17.932366212041966	22.215573779576342	29.032087685655537	37.99842294622175	22.072178731609412	39.57623636671256	31.624935016127633
ENSDARG00000068947	6.189957054966465e-5	0.008025428277949838	-2.663164854361592	18	15706160	15718931	1	protein_coding	si:ch211-264e16.1	si:ch211-264e16.1 [Source:ZFIN;Acc:ZDB-GENE-060503-226]	13	49	0	3	2	17	1	11	4	5	75	7	2	136	1	45	10	27	14	5	3	15	3	13.949019163909469	37.9633050337945	0	4.448662199638286	2.176857723334812	20.486213910129653	1.2701465858200125	7.9359673627344	2.965725901990353	4.011783082032109	52.81336376471113	6.715650032415486	1.910799619636265	92.93963218948305	1.3620318344810722	44.35598872101186	11.954910808027977	26.079151828198313	15.053675096265833	6.551452232107199	3.0098425543103744	14.841088637517208	3.3883858945851038
ENSDARG00000078093	6.809916721703532e-5	0.00878225696370756	1.8346671296026231	7	2236317	2242989	1	protein_coding	zgc:172065	zgc:172065 [Source:ZFIN;Acc:ZDB-GENE-080214-2]	4	9	52	23	62	4	44	27	24	63	11	34	36	7	25	3	2	9	25	13	32	13	33	4.292005896587529	6.972851944982663	47.428599618797776	34.10641019722686	67.48258942337917	4.8202856259128595	55.88644977608055	19.4791926176208	17.794355411942117	50.54846683360458	7.745960018824299	32.618871586018074	34.394393153452775	4.783657539164569	34.0507958620268	2.957065914734124	2.3909821616055953	8.693050609399439	26.881562671903275	17.033775803478715	32.10498724597733	12.86227681918158	37.27224484043614
ENSDARG00000099617	6.985695078397938e-5	0.008961279215648573	-0.30052129006539197	2	37815687	37824427	1	protein_coding	sdr39u1	short chain dehydrogenase/reductase family 39U, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-104]	245	319	240	188	188	210	179	304	383	265	364	211	222	364	184	243	194	220	239	209	217	214	165	262.8853611659862	247.14886338327437	218.90122900983587	278.7828311773326	204.62462599347234	253.06499536042512	227.35623886178226	219.3212798428416	283.9682551155763	212.6245033477018	256.32085880473136	202.42887954852392	212.09875777962543	248.75019203655756	250.6138575445173	239.52233909346404	231.92526967574275	212.49679267420848	256.9877391433953	273.8507033020809	217.71194476178374	211.73286456191218	186.3612242021807
ENSDARG00000102887	7.057156669700594e-5	0.009005303339836363	-0.3432364190551916	2	51645164	51657107	1	protein_coding	abhd4	abhydrolase domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-050417-83]	412	596	395	353	375	339	301	528	648	464	770	331	430	592	360	514	395	461	396	351	386	366	309	442.0766073485155	461.75775102329635	360.2749394120216	523.4592521574383	408.16082312527726	408.5192067961148	382.3141223318238	380.9264334112512	480.4475961224372	372.29347001257975	542.2172013177009	317.55430867564655	410.821918221797	404.56075188363207	490.331460413186	506.6439600577799	472.21897691710507	445.27737010368236	425.8039527229479	459.91194669392536	387.2664086546015	362.1225627554199	349.0037471422657
ENSDARG00000053165	7.167650154544486e-5	0.00907672017550597	-0.9592010281154971	17	50478455	50490475	-1	protein_coding	zgc:113377	zgc:113377 [Source:ZFIN;Acc:ZDB-GENE-050913-148]	29	39	13	27	14	15	13	18	30	14	35	16	17	35	7	21	31	38	31	16	25	28	24	31.117042750259586	30.21569176159154	11.857149904699444	40.03795979674457	15.238004063343684	18.076071097173223	16.51190561566016	12.986128411747199	22.242944264927647	11.232992629689907	24.64623642353186	15.350057216949683	16.241796766908255	23.918287695822844	9.534222841367505	20.699461403138866	37.06022350488673	36.703991461908736	33.333137713160056	20.964647142743036	25.082021285919787	27.70336545669879	27.10708715668083
ENSDARG00000007172	7.187998654143725e-5	0.00907672017550597	0.2554395132577944	8	9222684	9570511	-1	protein_coding	plxna3	plexin A3 [Source:NCBI gene;Acc:567422]	722	1039	988	510	929	659	797	1312	1197	1167	1212	951	1136	1318	567	842	666	837	757	774	965	1012	941	774.707064334049	804.9770189818875	901.1433927571577	756.2725739385086	1011.1504124890203	794.1420568691435	1012.30682889855	946.5444709006848	887.4934761706131	936.3501713462944	853.4639584377318	912.3690258324467	1085.3341839533987	900.6943766598431	772.2720501507679	829.9498334020441	796.1970598146632	808.4537066741477	813.9737177052311	1014.1648055301944	968.1660216365037	1001.2787800778277	1062.8237089348609
ENSDARG00000093316	7.287989960065716e-5	0.009155301377294988	1.0359838501073904	20	35719375	35750810	-1	protein_coding	adgrf8	adhesion G protein-coupled receptor F8 [Source:ZFIN;Acc:ZDB-GENE-130531-41]	65	79	188	112	181	45	144	199	125	259	91	181	135	51	109	42	30	112	103	88	130	132	173	69.74509581954734	61.206144850403376	171.4726293910381	166.08338878649602	197.0056239618005	54.228213291519666	182.9011083580818	143.5688641076496	92.67893443719854	207.81036364926328	64.08021470118284	173.6475222667433	128.9789743254479	34.85236207105614	148.46146995843688	41.39892280627773	35.86473242408393	108.18018536141523	110.75203820824149	115.3055592850867	130.4265106867829	130.60158001015142	195.3969199210743
ENSDARG00000062618	7.460313758176757e-5	0.009323469436443067	0.4419172466308178	3	16449490	16458018	1	protein_coding	kcnj12b	potassium inwardly rectifying channel subfamily J member 12b [Source:ZFIN;Acc:ZDB-GENE-091118-79]	189	294	318	178	295	199	280	391	260	376	398	297	414	492	270	259	283	321	248	240	400	453	278	202.79727861376074	227.779830202767	290.04412843803254	263.9539571785383	321.08651419188476	239.80920988916475	355.6410440296035	282.0875671662864	192.77218362937296	301.6860877688146	280.26291704473374	284.93543708962846	395.53552126470686	336.222787038424	367.7485953098895	255.29335730537937	338.32397586719173	310.0521384019133	266.66510170528045	314.46970714114553	401.3123405747166	448.2008768530197	313.99042623155293
ENSDARG00000101482	8.001765285577454e-5	0.009948861505067968	0.46256845817509323	5	13870340	14004206	1	protein_coding	hk2	hexokinase 2 [Source:ZFIN;Acc:ZDB-GENE-040426-2017]	236	306	295	179	295	131	261	539	340	347	275	331	289	284	237	252	178	254	261	259	333	286	225	253.22834789866423	237.07696612941052	269.0660939912566	265.4368445784177	321.08651419188476	157.86435424864612	331.50825889902325	388.8624007739856	252.08670166918	278.4177458930284	193.64900047060746	317.55430867564655	276.1105450374403	194.07982016039108	322.8015447720141	248.3935368376664	212.797412382898	245.33720608749525	280.6435142946702	339.36522562315287	334.0925235284516	282.9700900219948	254.12894209388276
ENSDARG00000014024	8.109181026916269e-5	0.010030974183550253	0.9919623604613229	4	76752707	76762432	1	protein_coding	ms4a17a.4	membrane-spanning 4-domains, subfamily A, member 17A.4 [Source:ZFIN;Acc:ZDB-GENE-070822-16]	13	16	34	13	41	7	20	28	16	25	25	25	31	21	23	19	18	14	16	10	29	27	26	13.949019163909469	12.396181235524734	31.011007443060084	19.27753619843257	44.625583328363646	8.435499845347504	25.40293171640025	20.2006441960512	11.862903607961412	20.058915410160548	17.604454588237044	23.98446440148388	29.61739410436211	14.350972617493706	31.32673219306466	18.728084126649453	21.518839454450358	13.522523170176903	17.204200110018096	13.102904464214397	29.095144691666952	26.713959547530976	29.36601108640423
ENSDARG00000076146	8.278106859622675e-5	0.010187954355916334	1.0619447560204875	7	2244859	2249885	1	protein_coding	zgc:172075	zgc:172075 [Source:ZFIN;Acc:ZDB-GENE-080215-3]	48	43	135	83	125	33	113	173	131	202	57	130	120	58	94	72	43	89	148	112	160	151	119	51.50407075905035	33.314737070472724	123.13194131803269	123.07965418999258	136.05360770842574	39.76735641378109	143.52656419766143	124.8111230684592	97.12752329018406	162.0760365140972	40.13815646118046	124.71921488771616	114.6479771781759	39.636019610220714	128.03099244122077	70.96958195361897	51.4061164745203	85.9646115818389	159.13885101766738	146.75252999920124	160.52493622988663	149.4002922843399	134.40597381854244
ENSDARG00000035883	8.331801565646743e-5	0.01020224893732855	0.43470860427599883	19	32766423	32804535	-1	protein_coding	nt5c1aa	5'-nucleotidase, cytosolic IAa [Source:ZFIN;Acc:ZDB-GENE-070705-423]	189	284	299	195	291	217	236	542	262	357	271	281	297	279	243	231	183	265	265	224	277	301	249	202.79727861376074	220.03221693056403	272.7144478080872	289.1630429764886	316.7327987452152	261.5004952057726	299.75459425352295	391.02675550927677	194.25504658036812	286.4413120570926	190.83228773648955	269.5853798726788	283.7537435159854	190.66292191813068	330.97373577890056	227.69407543452755	218.77486778691198	255.96204572120567	284.9445643221747	293.5050599984025	277.90879584799126	297.811178659512	281.2360292505636
ENSDARG00000038473	8.439981906699111e-5	0.010282781976277385	0.24023672434420895	13	11746412	11763191	-1	protein_coding	ube2d3	ubiquitin-conjugating enzyme E2D 3 [Source:ZFIN;Acc:ZDB-GENE-030131-551]	784	1054	1043	637	928	721	710	1512	1103	1259	1089	1049	1009	1251	832	807	664	993	755	709	936	1011	830	841.2331557311558	816.5984388901918	951.3082577385784	944.599273723196	1010.0619836273528	868.8564840707928	901.8040759322089	1090.8347865867647	817.7989174738399	1010.1669800556851	766.8500418636056	1006.3881262862635	963.9984081064957	854.9079402135536	1133.210486288252	795.4507310634793	793.8060776530576	959.1332505704047	811.8231926914789	928.9959265128008	939.0708769448369	1000.2893741686598	937.453430835212
ENSDARG00000002295	8.73622229580268e-5	0.0105904854780868	0.551854832421678	8	14855471	14883692	1	protein_coding	si:dkey-21p1.3	si:dkey-21p1.3 [Source:ZFIN;Acc:ZDB-GENE-081105-162]	142	131	155	90	193	79	187	280	192	199	236	188	241	182	104	99	83	106	84	126	163	167	191	152.36620932885728	101.49373386585876	141.37371040218568	133.45986598914857	210.06677030180936	95.20064111177896	237.51741154834235	202.006441960512	142.35484329553694	159.66896666487796	166.1860513129577	180.36317229915878	230.25135416616993	124.37509601827878	141.6513107860315	97.58317518622609	99.2257597066322	102.38481828848226	90.32205057759501	165.0965962491014	163.53477878419702	165.23078683102491	215.72723528858492
ENSDARG00000098764	9.058876658485983e-5	0.01092698828781058	0.42101613246897734	10	13080092	13179077	-1	protein_coding	musk	muscle, skeletal, receptor tyrosine kinase [Source:ZFIN;Acc:ZDB-GENE-030131-6458]	85	130	131	65	133	78	113	189	103	151	170	126	129	152	100	106	99	121	104	71	133	133	111	91.20512530248499	100.71897253863847	119.48358750120208	96.38768099216286	144.761038601765	93.99556970530075	143.52656419766143	136.3543483233456	76.36744197625158	121.15584907736971	119.7102912000119	120.88170058347875	123.2465754665391	103.87370656471634	136.2031834481072	104.48299565393904	118.35361699947697	116.87323597081466	111.82730071511762	93.03062169592222	133.43635324109326	131.59098591931925	125.37027809964883
ENSDARG00000012311	9.185397889286842e-5	0.011024751080483142	0.6210736941180496	7	69829442	69857692	-1	protein_coding	myoz2a	myozenin 2a [Source:ZFIN;Acc:ZDB-GENE-040426-1880]	257	498	521	304	575	305	392	702	362	762	386	452	485	282	522	252	328	360	410	429	582	474	483	275.7613788557488	385.8311409557073	475.1980846421854	450.7977695633463	625.8465954587584	367.5467789758555	497.8974616414449	506.4590080581408	268.39819413012697	611.3957417016935	271.81277884237994	433.63911637882853	463.3689077617943	192.7130608634869	710.9806175991197	248.3935368376664	392.12107450331763	347.7220243759775	440.8576278192137	562.1146015147976	583.9094555362126	468.9784009455438	545.5301290282017
ENSDARG00000056874	9.56667578578957e-5	0.011425815488988578	0.8771045856339612	14	20893065	20898499	1	protein_coding	lygl1	lysozyme g-like 1 [Source:ZFIN;Acc:ZDB-GENE-040718-461]	104	87	202	121	216	68	136	261	182	324	128	224	169	101	170	85	139	170	121	88	163	155	236	111.59215331127575	67.40423546816574	184.24186774994521	179.42937538541088	235.1006341201597	81.94485564051861	172.7399356715217	188.2988619703344	134.94052854056108	259.9635437156807	90.13480749177366	214.90080103729557	161.4625678592644	69.02134449366021	231.54541186178227	83.78353425080017	166.17326023158887	164.20206706643384	130.10676333201184	115.3055592850867	163.53477878419702	153.35791592101117	266.5530237073615
ENSDARG00000028731	9.763038479074907e-5	0.011603179800253485	1.0665303582253194	9	41156287	41208343	1	protein_coding	stat4	signal transducer and activator of transcription 4 [Source:ZFIN;Acc:ZDB-GENE-030616-264]	107	150	305	192	439	96	218	358	249	462	142	277	316	150	218	122	89	147	283	227	319	236	360	114.8111577337164	116.21419908304438	278.1869785333331	284.7143807768503	477.82027027199126	115.68685502190861	276.89195570876274	258.2796650780832	184.61643739889948	370.6887567797669	99.9933020611864	265.7478655684414	301.9063399025299	102.50694726781218	296.92293991687376	120.25401386585438	106.398706191449	141.9864932868575	304.2992894459451	297.43593133766683	320.0465916083365	233.49979456360407	406.60630735021243
ENSDARG00000088615	9.910801417007092e-5	0.011721335627089607	0.7040519245451672	7	5049909	5125799	-1	protein_coding	ltb4r2a	leukotriene B4 receptor 2a [Source:ZFIN;Acc:ZDB-GENE-140106-272]	38	34	53	35	76	22	35	66	48	80	46	60	56	53	37	43	36	42	49	33	51	38	58	40.77405601758153	26.34188512549006	48.340688073005424	51.901058995780005	82.72059348672286	26.511570942520724	44.45513050370044	47.6158041764064	35.588710823884234	64.18852931251375	32.39219644235616	57.56271456356131	53.502389349815424	36.219121367960305	50.39517787579967	42.38461144452244	43.037678908900716	40.56756951053071	52.687862836930414	43.23958473190751	51.167323423276365	37.59742454837693	65.50879396197867
ENSDARG00000099959	1.0282524366261342e-4	0.012101932197087682	0.21914786764597577	24	40656510	40668208	-1	protein_coding	smyhc1	slow myosin heavy chain 1 [Source:ZFIN;Acc:ZDB-GENE-030131-271]	11612	16796	15328	8935	14067	9323	11868	17590	15118	17477	18611	14959	16164	18166	9934	12562	9835	12889	13138	11785	14932	14691	12130	12459.693117793597	13012.891251992089	13980.491826094853	13249.598917922694	15310.928797075401	11234.880722596396	15074.099680511908	12690.333264590736	11208.96104657254	14022.786584935035	13105.460173667185	14351.344119271893	15443.082525900294	12414.274693780508	13530.424243734971	12382.220673630021	11757.654779695515	12449.41436717215	14126.798815338609	15441.772911076667	14980.98967365417	14535.362211584354	13700.373633772435
ENSDARG00000096419	1.0735302609743238e-4	0.012573788008368348	0.2590464313111011	6	6995294	6997346	-1	lincRNA	CU659670.1	NA	182	307	290	159	253	181	191	356	299	337	308	288	275	334	207	261	216	226	221	212	257	283	224	195.28626829473257	237.85172745663084	264.50565172021834	235.77909658082916	275.3725020018537	218.1179245725569	242.59799789162238	256.8367619212224	221.6880111737789	270.39417972896416	216.88688052708036	276.3010299050943	262.73494769998644	228.24880258299513	281.94058973758194	257.26473458186877	258.2260734534043	218.29215974714145	237.63301401962494	277.78157464134523	257.8431788192554	280.00187229449136	252.99948012902107
ENSDARG00000069615	1.0962752472974007e-4	0.012778458351310328	-0.3633479100145137	10	3111004	3129887	1	protein_coding	ckmt2a	creatine kinase, mitochondrial 2a (sarcomeric) [Source:ZFIN;Acc:ZDB-GENE-030131-5717]	1916	3348	1913	1508	1565	1939	1424	2379	3362	2046	2314	1662	1982	3467	1436	1569	1637	1978	1788	1405	1711	1582	1442	2055.8708244654263	2593.9009235335507	1744.8252128992335	2236.1941990181786	1703.3911685094904	2336.6334571612583	1808.688738207698	1716.3333050859217	2492.692620622892	1641.6216371675391	1629.4683166872207	1594.4871934106482	1893.6024230595388	2369.2772411833657	1955.8777143148197	1546.5454734059467	1957.0188992741798	1910.5393450435654	1922.569362294522	1840.9580772221227	1716.6135368083503	1565.2401483034816	1628.684153330573
ENSDARG00000057353	1.107782658036502e-4	0.012850808872772722	0.3070779115520755	7	17992455	18074041	1	protein_coding	ehbp1l1a	EH domain binding protein 1-like 1a [Source:ZFIN;Acc:ZDB-GENE-080917-27]	378	588	610	314	570	452	428	686	634	863	735	627	647	898	511	486	460	596	479	466	632	704	582	405.5945572275215	455.559660405534	556.3739570666662	465.6266435621406	620.4044511504214	544.692275728153	543.6227387309654	494.9157828032544	470.06755546547095	692.433759958742	517.570964894169	601.5303671892157	618.1436769523318	613.6749243099689	695.9982674198279	479.0446781869281	549.9258971692869	575.6731292446739	515.0507407936667	610.5953480323909	634.0734981080523	696.541760054141	657.3468635495101
ENSDARG00000117231	1.1137141218312779e-4	0.01285809470657111	-1.0606967588334648	1	40663536	40671733	1	lincRNA	FO834828.1	mucin-5AC-like [Source:NCBI gene;Acc:101885779]	82	48	19	25	25	52	29	33	60	39	81	21	28	26	23	48	55	50	30	17	52	22	32	87.98612088004435	37.1885437065742	17.32968062994534	37.07218499698572	27.21072154168515	62.663713136867166	36.83425098878036	23.8079020882032	44.485888529855295	31.291908039850455	57.03843286588802	20.146950097246457	26.751194674907712	17.76787085975411	31.32673219306466	47.313054635745985	65.75200944415387	48.29472560777466	32.25787520628393	22.274937589164477	52.170604274713156	21.766930001691907	36.14278287557444
ENSDARG00000032571	1.1514281539593408e-4	0.013230509759594417	0.5307195903683098	20	2589414	2609270	1	protein_coding	il20ra	interleukin 20 receptor, alpha [Source:ZFIN;Acc:ZDB-GENE-040724-249]	195	237	371	181	300	126	190	337	206	335	300	291	290	172	178	143	163	155	161	126	200	196	240	209.23528745864203	183.61843455121013	338.38481651103797	268.4026193781766	326.5286585002218	151.83899721625505	241.32785130580237	243.1291819310448	152.73488395250317	268.7894664961513	211.2534550588445	279.17916563327236	277.06594484725844	117.54129953375798	242.44166653763085	140.95347526899323	194.86504617085603	149.71364938410144	173.11726360705708	165.0965962491014	200.6561702873583	193.92355819689152	271.0708715668083
ENSDARG00000117639	1.1888266321720315e-4	0.013595802687269294	3.757372406817041	3	906519	909941	1	lincRNA	FP102809.1	NA	0	1	5	0	1	0	2	19	3	20	0	13	5	3	1	0	1	2	3	12	18	1	13	0	0.7747613272202959	4.560442271038248	0	1.088428861667406	0	2.540293171640025	13.7075799901776	2.2242944264927647	16.047132328128438	0	12.471921488771617	4.776999049090663	2.0501389453562435	1.3620318344810722	0	1.1954910808027976	1.9317890243109863	3.225787520628393	15.723485357057276	18.059055325862246	0.9894059091678139	14.683005543202116
