Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000102058	1.3344332023138483e-5	9.307296745351925e-4	0.36923325392689216	14	31751260	31755722	1	protein_coding	si:dkeyp-11e3.1	si:dkeyp-11e3.1 [Source:ZFIN;Acc:ZDB-GENE-141222-55]	213	318	220	175	271	211	144	195	254	162	259	243	252.6599825097089	268.5107401231537	228.8697845393117	250.4839347584072	259.8706483423612	212.6880079411191	182.39692074774854	202.36828541173995	182.61204271251435	182.9326988076625	191.8450039435829	198.14075953951183
ENSDARG00000054942	1.3684705968531407e-5	9.517962162426747e-4	0.45656704612109017	3	28953274	28961518	1	protein_coding	lgals2a	lectin, galactoside-binding, soluble, 2a [Source:ZFIN;Acc:ZDB-GENE-050318-2]	426	683	504	414	446	501	358	337	446	322	484	538	505.3199650194178	576.707029887151	524.319870035514	592.573422799889	427.683797640934	505.00801885545343	453.45901130343043	349.733908634648	320.64949232197404	363.60696923498347	358.5057216551897	438.6820108323348
ENSDARG00000098398	1.396402229383573e-5	9.670390774299443e-4	0.8320830262262222	9	56443416	56459826	1	protein_coding	CABZ01079480.1	poly [ADP-ribose] polymerase 14 [Source:NCBI gene;Acc:100148704]	43	77	46	48	66	62	24	29	29	39	51	48	51.0064753423356	65.0167515392542	47.85459131276517	68.70416496230598	63.289530592604585	62.49600233340941	30.399486791291423	30.09579629200235	20.849406451428802	44.03935341665949	37.7764293479642	39.13891546459493
ENSDARG00000105443	1.4001634299665579e-5	9.670390774299443e-4	1.5489991427254226	7	4299907	4315859	-1	protein_coding	si:ch211-63p21.8	si:ch211-63p21.8 [Source:ZFIN;Acc:ZDB-GENE-130530-652]	210	246	207	268	188	214	39	30	179	62	194	86	249.10139120675524	207.71585556696797	215.34566090744326	383.59825437287503	180.27926896075246	215.71200805402603	49.399166035848566	31.133582371036916	128.69116395881917	70.01127979058688	143.69857438245205	70.12389020739924
ENSDARG00000098761	1.4020703498782921e-5	9.670390774299443e-4	1.1106570812184229	22	24246213	24248420	-1	protein_coding	rgs2	regulator of G protein signaling 2 [Source:ZFIN;Acc:ZDB-GENE-040718-410]	132	200	120	205	138	141	48	93	94	59	62	162	156.57801732996043	168.8746793227382	124.83806429417001	293.42403785984845	132.33265487544594	142.12800530662463	60.798973582582846	96.51410535021444	67.5808347046313	66.62363722007461	45.92428665830942	132.09383969300788
ENSDARG00000102097	1.4063979327665313e-5	9.673368606812457e-4	0.6609029029769389	1	18716	23389	1	protein_coding	nfkbiz	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, zeta [Source:ZFIN;Acc:ZDB-GENE-071024-1]	430	586	282	371	391	331	164	269	337	260	409	338	510.06475342335597	494.8028104156229	293.36945109129954	531.0259416878233	374.94252214709684	333.6480124573954	207.72982640715807	279.1644552602977	242.28448186660367	293.5956894443966	302.9521490846541	275.6031963965226
ENSDARG00000021677	1.4423388045239849e-5	9.893169203406228e-4	1.0683559680006174	9	29616854	29634354	1	protein_coding	phf11	PHD finger protein 11 [Source:ZFIN;Acc:ZDB-GENE-081104-417]	28	55	36	19	27	29	19	13	20	11	23	19	33.21351882756736	46.440536813753	37.451419288251	27.195398630912784	25.891171606065512	29.232001091433432	24.066260376439043	13.49121902744933	14.378901000985381	12.421356091878318	17.036428921630915	15.49248737140216
ENSDARG00000104399	1.4888362477782736e-5	0.001018396805298472	1.7365214194570706	22	5478353	5479326	1	protein_coding	tppp	tubulin polymerization promoting protein [Source:ZFIN;Acc:ZDB-GENE-101115-2]	21	18	9	12	18	20	3	4	6	9	10	2	24.910139120675524	15.198721139046437	9.36285482206275	17.176041240576495	17.26078107071034	20.160000752712712	3.799935848911428	4.1511443161382555	4.313670300295614	10.162927711536804	7.407143009404745	1.630788144358122
ENSDARG00000089511	1.545334144145713e-5	0.0010541386483279686	0.664770837450196	24	31896724	31905000	-1	protein_coding	si:ch73-78o10.1	si:ch73-78o10.1 [Source:ZFIN;Acc:ZDB-GENE-131127-427]	59	98	55	47	86	63	38	42	64	45	55	50	69.98562895808838	82.74859286814171	57.217446134827924	67.27282819225793	82.46817622672718	63.50400237104504	48.13252075287809	43.58701531945168	46.012483203153224	50.81463855768403	40.739286551726096	40.76970360895305
ENSDARG00000090156	1.642756931219164e-5	0.0011175247836211462	0.4252542869074568	6	11078693	11091449	-1	protein_coding	pttg1ipa	PTTG1 interacting protein a [Source:ZFIN;Acc:ZDB-GENE-030131-505]	310	347	288	279	360	288	193	268	318	205	318	322	367.72110130521014	292.99756862495076	299.611354306008	399.3429588434035	345.2156214142068	290.30401083906304	244.46253961330189	278.12666918126314	228.62452591566756	231.488908985005	235.5471476990709	262.55689124165764
ENSDARG00000061520	1.8682345198427828e-5	0.0012674388832703905	0.8429846108436602	23	28097282	28123767	-1	protein_coding	b4galnt1a	beta-1,4-N-acetyl-galactosaminyl transferase 1a [Source:ZFIN;Acc:ZDB-GENE-070112-1462]	51	66	40	43	37	48	17	26	39	30	34	39	60.49605215021199	55.7286441765036	41.61268809805667	61.54748111206577	35.480494423126814	48.38400180651051	21.53296981049809	26.98243805489866	28.038856951921495	33.876425705122685	25.184286231976134	31.80036881498338
ENSDARG00000058325	1.922137862456994e-5	0.001300454581057416	0.5345846159104807	6	13045885	13058979	1	protein_coding	casp8	caspase 8, apoptosis-related cysteine peptidase [Source:ZFIN;Acc:ZDB-GENE-000713-1]	107	141	104	96	149	134	60	80	138	81	140	90	126.92308980534672	119.05664892253043	108.19298905494735	137.40832992461196	142.88090997421338	135.07200504317518	75.99871697822856	83.02288632276512	99.21441690679913	91.46634940383125	103.70000213166644	73.3854664961155
ENSDARG00000094935	1.9562517444215412e-5	0.0013199383373365995	2.6681399396065646	5	38679623	38682282	1	protein_coding	si:dkey-58f10.11	si:dkey-58f10.11 [Source:ZFIN;Acc:ZDB-GENE-060526-313]	6	16	7	7	20	6	2	0	0	2	5	2	7.117182605907293	13.509974345819055	7.282220417159917	10.019357390336289	19.1786456341226	6.048000225813814	2.533290565940952	0	0	2.2584283803415124	3.7035715047023725	1.630788144358122
ENSDARG00000054842	1.9709865455466716e-5	0.00132627631235566	0.424715780193344	3	29969143	29977495	-1	protein_coding	hsd17b14	hydroxysteroid (17-beta) dehydrogenase 14 [Source:ZFIN;Acc:ZDB-GENE-040801-24]	212	230	212	139	249	243	114	162	246	155	249	187	251.47378540872435	194.20588122114893	220.54724691970034	198.95581103667772	238.7741381448264	244.94400914545946	144.39756225863428	168.12134480359936	176.86048231212018	175.0281994764672	184.43786093417816	152.47869149748442
ENSDARG00000061096	1.9895493491347784e-5	0.0013351489280815285	0.5344345121411271	7	29278580	29292206	-1	protein_coding	dapk2a	death-associated protein kinase 2a [Source:ZFIN;Acc:ZDB-GENE-080402-8]	195	223	225	166	172	197	121	111	177	125	233	187	231.308434691987	188.2952674448531	234.07137055156878	237.60190382797484	164.93635245345436	198.57600741422021	153.2640792394276	115.19425477283659	127.25327385872063	141.15177377134452	172.58643211913056	152.47869149748442
ENSDARG00000003899	2.0029322627462802e-5	0.0013405069564417825	0.7724119634052858	24	21122836	21131607	-1	protein_coding	zdhhc23b	zinc finger DHHC-type containing 23b [Source:ZFIN;Acc:ZDB-GENE-040808-13]	59	59	59	44	51	68	27	38	51	25	36	55	69.98562895808838	49.81803040020777	61.378714944633586	62.97881788211381	48.90554636701263	68.54400255922322	34.199422640202854	39.43587100331343	36.66619755251272	28.2303547542689	26.665714833857084	44.846673969848354
ENSDARG00000059365	2.0146245029822448e-5	0.0013447076991679877	0.46478403029255544	21	26097732	26114886	-1	protein_coding	nipal4	NIPA like domain containing 4 [Source:ZFIN;Acc:ZDB-GENE-040718-412]	221	365	252	209	224	273	141	226	248	159	251	266	262.1495593175853	308.1962897639972	262.159935017757	299.1493849400406	214.80083110217313	275.18401027452853	178.59698489883712	234.53965386181144	178.29837241221873	179.54505623715022	185.9192895360591	216.89482319963022
ENSDARG00000094782	2.022666690391513e-5	0.001346456137330329	1.0946641595035191	1	54834119	54861588	1	protein_coding	si:ch211-196h16.4	si:ch211-196h16.4 [Source:ZFIN;Acc:ZDB-GENE-081029-1]	49	83	49	23	43	25	14	25	35	19	25	27	58.123657948242894	70.08299191893634	50.97554292011942	32.92074571110495	41.23408811336359	25.20000094089089	17.733033961586663	25.944651975864097	25.163076751724418	21.455069613244365	18.517857523511864	22.015639948834647
ENSDARG00000076472	2.0524592118040094e-5	0.001361796284747067	0.663129492340939	7	19835569	19848037	1	protein_coding	ovol1a	ovo-like zinc finger 1a [Source:ZFIN;Acc:ZDB-GENE-031010-37]	152	247	100	126	162	152	83	107	138	112	120	113	180.3019593496514	208.56022896358166	104.03172024514167	180.3484330260532	155.34702963639307	153.2160057206166	105.13155848654951	111.04311045669833	99.21441690679913	126.47198929912469	88.88571611285694	92.1395301562339
ENSDARG00000052396	2.0588363012098046e-5	0.001361796284747067	1.1888602111284825	13	50190664	50200348	-1	protein_coding	pkz	protein kinase containing Z-DNA binding domains [Source:ZFIN;Acc:ZDB-GENE-050301-2]	17	35	27	14	25	21	8	8	16	11	19	8	20.16535071673733	29.553068881479184	28.088564466188252	20.038714780672578	23.97330704265325	21.168000790348348	10.133162263763808	8.302288632276511	11.503120800788306	12.421356091878318	14.073571717869015	6.523152577432488
ENSDARG00000006757	2.0621643297015593e-5	0.001361796284747067	0.3928210129289048	6	3680651	3692280	1	protein_coding	klhl41b	kelch-like family member 41b [Source:NCBI gene;Acc:321064]	2694	3914	2767	2637	2723	2589	1915	2251	3128	1830	3277	3045	3195.6149900523747	3304.8774743459862	2878.5576991830703	3774.4350626166847	2611.172603085792	2609.7120974386607	2425.6257168884617	2336.0564639068034	2248.8601165541136	2066.461968012484	2427.320764181935	2482.874949785241
ENSDARG00000101936	2.0705960549228504e-5	0.001363737401690567	-0.27960167565969934	15	33966739	33978714	1	protein_coding	tmem106ba	transmembrane protein 106Ba [Source:ZFIN;Acc:ZDB-GENE-040426-1336]	609	897	710	551	728	683	739	798	1118	760	1334	1121	722.3940344995902	757.4029367624807	738.6252137405058	788.6665602964707	698.1027010820627	688.4640257051391	936.0508641151818	828.153291069582	803.7805659550828	858.2027845297747	988.112877454593	914.0567549127275
ENSDARG00000027658	2.1246666415571977e-5	0.0013956474261869105	1.3776694338977347	23	642001	653333	1	protein_coding	irf10	interferon regulatory factor 10 [Source:ZFIN;Acc:ZDB-GENE-040426-2084]	25	55	12	17	36	28	12	13	13	13	10	12	29.65492752461372	46.440536813753	12.483806429417001	24.3327250908167	34.52156214142068	28.224001053797796	15.199743395645712	13.49121902744933	9.346285650640498	14.67978447221983	7.407143009404745	9.784728866148733
ENSDARG00000030494	2.1495998074572256e-5	0.0014082998210860928	0.8024116493212149	16	42883799	42894628	-1	protein_coding	hjv	hemojuvelin BMP co-receptor [Source:ZFIN;Acc:ZDB-GENE-030131-651]	256	246	271	244	170	185	137	171	159	129	167	149	303.6664578520445	207.71585556696797	281.92596186433394	349.24617189172204	163.0184878900421	186.4800069625926	173.5304037669552	177.46141951491043	114.31226295783378	145.66863053202755	123.69928825705924	121.4937167546801
ENSDARG00000088202	2.158575631458459e-5	0.0014104587612924614	0.40914051447031924	1	24376698	24462691	-1	protein_coding	sh3d19	SH3 domain containing 19 [Source:ZFIN;Acc:ZDB-GENE-050522-481]	302	476	351	256	326	370	224	234	339	299	339	352	358.23152449733374	401.9217367881169	365.1513380604473	366.42221313229857	312.6119238361984	372.9600139251852	283.7285433853866	242.84194249408796	243.7223719667022	337.6350428610561	251.10214801882086	287.0187134070295
ENSDARG00000089138	2.198940641111542e-5	0.001433062890257207	-0.34142610836834764	1	28391631	28473487	-1	protein_coding	si:ch1073-440b2.1	si:ch1073-440b2.1 [Source:ZFIN;Acc:ZDB-GENE-030131-8303]	344	437	382	215	417	354	378	438	598	411	714	596	408.0518027386848	368.99117432018295	397.4011713364412	307.73740556032885	399.8747614714562	356.832013323015	478.79191696283993	454.550302617139	429.9291399294629	464.1070321601808	528.8700108714988	485.9748670187204
ENSDARG00000034063	2.2857939369630172e-5	0.0014857660590259611	0.7717707900086627	17	53349626	53353653	-1	protein_coding	unm_sa911	un-named sa911 [Source:ZFIN;Acc:ZDB-GENE-120727-3]	89	141	104	96	88	83	50	56	111	70	57	63	105.57154198762484	119.05664892253043	108.19298905494735	137.40832992461196	84.38604079013945	83.66400312375775	63.3322641485238	58.11602042593558	79.80290055546887	79.04499331195292	42.220715153607046	51.369826547280844
ENSDARG00000007370	2.3091977395226355e-5	0.0014970595266931342	0.4960671242938089	7	25558275	25697285	-1	protein_coding	dysf	dysferlin, limb girdle muscular dystrophy 2B (autosomal recessive) [Source:ZFIN;Acc:ZDB-GENE-070501-1]	513	568	585	412	460	513	310	376	647	303	552	363	608.5191128050735	479.6040892765765	608.5855634340788	589.7107492597929	441.10884958481984	517.1040193070811	392.6600377208476	390.20756571699604	465.1574473818771	342.1518996217391	408.87429411914195	295.9880482009992
ENSDARG00000042793	2.3569310365200802e-5	0.0015240259801248329	0.28571052764450716	17	30843881	30855792	1	protein_coding	tpp1	tripeptidyl peptidase I [Source:NCBI gene;Acc:798347]	434	589	464	350	460	475	327	371	503	341	586	502	514.8095418272942	497.33593060546394	482.7071819374574	500.9678695168144	441.10884958481984	478.8000178769269	414.19300753134564	385.0186353218232	361.62936017478233	385.0620388482278	434.05858035111805	409.32782423388863
ENSDARG00000022832	2.5006483404850492e-5	0.001612432771693253	-0.3990503210674687	17	20231801	20236309	-1	protein_coding	bnip4	BCL2 interacting protein 4 [Source:ZFIN;Acc:ZDB-GENE-051113-212]	158	187	157	138	161	152	181	210	308	196	328	239	187.4191419555587	157.8978251667602	163.32980078487242	197.52447426662968	154.38809735468695	153.2160057206166	229.26279621765616	217.93507659725842	221.43507541517488	221.3259812734682	242.95429070847564	194.8791832507956
ENSDARG00000008170	2.5066413607474652e-5	0.001612432771693253	0.5642205049419023	10	42358426	42372811	1	protein_coding	dbnla	drebrin-like a [Source:ZFIN;Acc:ZDB-GENE-040704-42]	206	291	196	212	298	208	146	116	262	164	201	221	244.35660280281704	245.71265841458407	203.9021716804777	303.4433952501847	285.76181994842676	209.6640078282122	184.9302113136895	120.3831851680094	188.3636031129085	185.191127188004	148.88357448903537	180.20208995157248
ENSDARG00000015557	2.6398950483779065e-5	0.0016937621201866518	0.3316168604971334	21	28747069	28794078	1	protein_coding	zgc:100829	zgc:100829 [Source:ZFIN;Acc:ZDB-GENE-040801-54]	349	415	414	302	470	417	240	332	474	303	471	367	413.9827882436075	350.41495959468176	430.6913218148865	432.2637045545084	450.69817240188115	420.33601569406005	303.99486791291423	344.5449782394752	340.77995372335357	342.1518996217391	348.8764357429635	299.2496244897154
ENSDARG00000067741	2.785846007050131e-5	0.001782797844202442	0.2849743079392925	18	35429333	35459996	-1	protein_coding	itpkcb	inositol-trisphosphate 3-kinase Cb [Source:ZFIN;Acc:ZDB-GENE-080225-27]	858	1138	903	695	978	820	644	768	1064	592	1054	1014	1017.7571126447428	960.8969253463803	939.4064338136293	994.7790551833887	937.8357715085951	826.5600308612212	815.7195622329865	797.0197086985451	764.9575332524223	668.4948005810876	780.7128731912601	826.8095891895679
ENSDARG00000035835	2.9312325696425396e-5	0.0018710155450957393	0.39110010840989307	12	10381957	10409970	-1	protein_coding	eef2k	eukaryotic elongation factor 2 kinase [Source:ZFIN;Acc:ZDB-GENE-020916-2]	1441	1945	1652	1519	1598	1461	932	1278	1943	1081	1962	1502	1709.3100225187347	1642.306256413629	1718.6040184497404	2174.2005537029745	1532.3737861663958	1472.6880549856637	1180.5134037284836	1326.2906090061726	1396.9102322457297	1220.6805395745873	1453.281458445211	1224.7218964129497
ENSDARG00000054373	2.9519371229739403e-5	0.0018793999682934085	-4.175768958304293	8	13572531	13574764	-1	protein_coding	b3gnt3.2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tendem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081104-528]	0	0	0	2	0	0	2	6	14	3	8	15	0	0	0	2.8626735400960825	0	0	2.533290565940952	6.226716474207383	10.065230700689767	3.3876425705122686	5.925714407523796	12.230911082685916
ENSDARG00000021789	2.9599093436696716e-5	0.0018796559847395894	-0.36596312874763826	20	15015557	15021628	1	protein_coding	myoc	myocilin [Source:ZFIN;Acc:ZDB-GENE-050425-2]	583	657	647	460	560	577	627	643	1235	689	1138	956	691.5529098739919	554.753321575195	673.0852299860667	658.4149142220989	537.0020777554329	581.6160217157617	794.1865924224885	667.2964488192246	887.8971368108473	778.028577027651	842.93287447026	779.5167330031824
ENSDARG00000092858	2.967509195729208e-5	0.0018796748298458223	0.8802569956757831	13	20535159	20540790	-1	protein_coding	si:ch1073-126c3.2	si:ch1073-126c3.2 [Source:ZFIN;Acc:ZDB-GENE-030131-4602]	116	126	150	151	151	191	74	118	146	57	107	64	137.59886371420765	106.39104797332506	156.0475803677125	216.1318522772542	144.79877453762563	192.5280071884064	93.73175093981523	122.45875732607854	104.96597730719328	64.3652088397331	79.25643020063077	52.185220619459905
ENSDARG00000101894	2.997332365376252e-5	0.0018937344181244869	0.2581808852459431	21	42785516	42831033	-1	protein_coding	stk10	serine/threonine kinase 10 [Source:NCBI gene;Acc:394108]	469	648	473	369	620	555	391	436	627	393	620	547	556.3264403617534	547.1539610056717	492.0700367595201	528.1632681477272	594.5380146578007	559.4400208877778	495.2583056414561	452.47473045906986	450.7785463808917	443.78117673710716	459.2428665830942	446.0205574819464
ENSDARG00000107280	3.168027080993954e-5	0.0019965003152558345	2.0948608049839383	10	21938762	21941443	-1	protein_coding	FO744833.1	poly [ADP-ribose] polymerase 14-like [Source:NCBI gene;Acc:110440070]	9	25	13	16	17	6	0	2	10	5	5	2	10.67577390886094	21.109334915342274	13.524123631868418	22.90138832076866	16.30184878900421	6.048000225813814	0	2.0755721580691278	7.189450500492691	5.6460709508537805	3.7035715047023725	1.630788144358122
ENSDARG00000099819	3.212175165849054e-5	0.002019197705519798	0.4373606527738182	7	25033924	25040976	1	protein_coding	sb:cb1058	sb:cb1058 [Source:ZFIN;Acc:ZDB-GENE-040108-9]	631	841	586	612	706	707	349	576	660	463	696	786	748.4903707212503	710.1180265521141	609.6258806365303	875.9781032694012	677.0061908845278	712.6560266083943	442.05920375669615	597.7647815239088	474.5037330325176	522.8261700490601	515.5371534545702	640.899740732742
ENSDARG00000019342	3.239532907816774e-5	0.002031252578310366	0.36848037597329975	24	25683071	25691020	-1	protein_coding	chrnd	cholinergic receptor, nicotinic, delta (muscle) [Source:ZFIN;Acc:ZDB-GENE-030131-6665]	263	482	325	250	324	327	228	227	375	220	357	351	311.9698375589363	406.98797716779904	338.10309079671043	357.8341925120103	310.69405927278615	329.61601230685284	288.79512451726856	235.577439940846	269.6043937684759	248.42712183756635	264.4350054357494	286.20331933485045
ENSDARG00000001950	3.307954011934053e-5	0.0020689294235849503	0.3195642839358747	5	71699893	71722257	-1	protein_coding	ak1	adenylate kinase 1 [Source:ZFIN;Acc:ZDB-GENE-040822-37]	8987	12480	10735	9261	9993	10043	7029	7715	12138	7240	12291	11551	10660.35334654814	10537.779989738863	11167.80516831596	13255.60982741491	9582.610291089357	10123.344377974689	8903.249693999476	8006.51959975166	8726.555017498029	8175.510736836274	9104.119472859373	9418.616927740333
ENSDARG00000039943	3.343272375907217e-5	0.0020857651531099547	0.3405742311334288	16	34046733	34056443	1	protein_coding	tent5ba	terminal nucleotidyltransferase 5ba [Source:ZFIN;Acc:ZDB-GENE-061110-129]	536	813	700	481	689	627	422	499	730	372	795	724	635.8016461277182	686.4755714469308	728.2220417159917	688.4729863931078	660.7043420955237	632.0160235975435	534.5243094135409	517.8552534382474	524.8298865359665	420.0676787435213	588.8678692476773	590.3453082576402
ENSDARG00000041911	3.4596316108092426e-5	0.0021529486941452	1.0812656240202492	20	38517441	38525467	-1	protein_coding	si:ch211-245h14.1	si:ch211-245h14.1 [Source:ZFIN;Acc:ZDB-GENE-041014-350]	17	62	42	22	42	27	11	13	25	18	26	21	20.16535071673733	52.35115059004884	43.693322502959504	31.489408941056904	40.275155831657464	27.21600101616216	13.933098112675236	13.49121902744933	17.973626251231728	20.32585542307361	19.25857182445234	17.12327551576028
ENSDARG00000089245	3.4707713502789645e-5	0.0021544813156856675	7.232579630326672	17	6276559	6282608	1	protein_coding	dusp23b	dual specificity phosphatase 23b [Source:ZFIN;Acc:ZDB-GENE-040718-163]	97	1	90	2	1	2	0	0	1	0	0	0	115.06111879550123	0.8443733966136909	93.62854822062751	2.8626735400960825	0.9589322817061301	2.016000075271271	0	0	0.7189450500492691	0	0	0
ENSDARG00000092191	3.723919271324926e-5	0.0023058582420697736	2.2106861317638655	18	7584386	7587290	1	processed_transcript	CR318588.1	NA	10	26	14	13	47	5	1	1	6	5	9	7	11.861971009845488	21.953708311955964	14.564440834319834	18.607378010624537	45.069817240188115	5.040000188178178	1.266645282970476	1.0377860790345639	4.313670300295614	5.6460709508537805	6.666428708464271	5.707758505253428
ENSDARG00000071090	3.736131299105601e-5	0.0023076651780296535	0.24370874905457401	17	20122019	20143946	-1	protein_coding	actn2b	actinin, alpha 2b [Source:ZFIN;Acc:ZDB-GENE-051127-39]	498	694	519	363	550	569	373	428	666	441	627	571	590.7261562903053	585.9951372499015	539.9246280722853	519.5752475274389	527.4127549383716	573.5520214146767	472.45869054798754	444.1724418267933	478.8174033328132	497.9834578653035	464.4278666896775	465.59001521424386
ENSDARG00000104200	3.772259810952589e-5	0.0023241987867482082	0.4108802538395647	15	17887307	17936128	1	lincRNA	BX901923.2	alpha-2-macroglobulin-like protein 1 [Source:NCBI gene;Acc:407643]	675	1079	699	665	910	757	459	547	805	693	774	856	800.6830431645704	911.0788949461726	727.1817245135403	951.8389520819474	872.6283763525784	763.0560284901761	581.3901848834485	567.6689852319065	578.7507652896617	782.545433788334	573.3128689279273	697.9773257852762
ENSDARG00000101405	3.815904339516346e-5	0.00234526991955918	0.9830768753428463	KN149895.1	56178	59774	1	protein_coding	CABZ01084230.1	NA	26	33	26	22	44	31	13	18	15	13	28	19	30.84112462559827	27.8643220882518	27.048247263736837	31.489408941056904	42.19302039506972	31.248001166704704	16.466388678616187	18.68014942262215	10.784175750739037	14.67978447221983	20.740000426333285	15.49248737140216
ENSDARG00000033587	3.8627764019321145e-5	0.0023682157545672692	1.7763824018186214	20	2039518	2054547	1	protein_coding	CABZ01088134.1	enoyl-[acyl-carrier-protein] reductase, mitochondrial-like [Source:NCBI gene;Acc:101884755]	15	17	10	16	7	26	3	7	5	4	4	8	17.792956514768232	14.354347742432747	10.403172024514168	22.90138832076866	6.7125259719429105	26.208000978526524	3.799935848911428	7.264502553241948	3.5947252502463454	4.516856760683025	2.962857203761898	6.523152577432488
ENSDARG00000103718	3.955100784728864e-5	0.0024185069699093928	0.2781899920499005	7	59046524	59054322	-1	protein_coding	chmp5b	charged multivesicular body protein 5b [Source:NCBI gene;Acc:393351]	659	952	766	653	759	736	492	613	977	585	854	833	781.7038895488176	803.8434735762338	796.8829770777852	934.662910841371	727.8296018149528	741.8880276998278	623.1894792214742	636.1628664481876	702.4093138981359	660.5903012498924	632.5700130031653	679.2232621251578
ENSDARG00000054300	3.9642864951797134e-5	0.0024185069699093928	-0.3809656518263572	2	38261748	38269675	1	protein_coding	dhrs1	dehydrogenase/reductase (SDR family) member 1 [Source:ZFIN;Acc:ZDB-GENE-030616-591]	706	1323	972	812	1186	1222	1134	1223	1823	1439	1851	1783	837.4551532950915	1117.1060037199131	1011.188320782777	1162.2454572790095	1137.2936861034702	1231.7760459907468	1436.3757508885199	1269.2123746592717	1310.6368262398175	1624.939219655718	1371.0621710408184	1453.847630695266
ENSDARG00000023797	4.061997694619164e-5	0.002466463846201084	0.3772746769028345	18	35491473	35736591	-1	protein_coding	ryr1b	ryanodine receptor 1b (skeletal) [Source:ZFIN;Acc:ZDB-GENE-070705-417]	3180	4518	4473	2395	3560	3384	2623	2327	4186	2486	3921	3510	3772.1067811308653	3814.8790059006556	4653.338846565187	3428.0515642650585	3413.798922873823	3411.0721273589907	3322.410577231559	2414.9282059134302	3009.5039795062403	2807.2264767644997	2904.3407739876006	2862.033193348504
ENSDARG00000103854	4.065471661944428e-5	0.002466463846201084	0.32960859135737475	14	51056605	51139378	1	protein_coding	pdlim7	PDZ and LIM domain 7 [Source:NCBI gene;Acc:393813]	780	1175	1004	787	964	821	626	639	1106	713	1039	1000	925.233738767948	992.1387410210868	1044.4784712612225	1126.4620380278084	924.4107195647093	827.5680308988568	792.919947139518	663.1453045030863	795.1532253544916	805.1297175917491	769.602158677153	815.394072179061
ENSDARG00000043562	4.072695034000984e-5	0.002466463846201084	-0.7367217981385872	17	23549117	23552068	1	protein_coding	zgc:65997	zgc:65997 [Source:ZFIN;Acc:ZDB-GENE-040426-1502]	108	141	113	95	99	79	133	176	164	222	306	217	128.10928690633128	119.05664892253043	117.55584387701009	135.9769931545639	94.93429588890687	79.63200297321521	168.4638226350733	182.65034991008324	117.90698820808014	250.68555021790786	226.6585760877852	176.94051366285623
ENSDARG00000021569	4.1151737879987796e-5	0.002486125672895613	0.30435051617752423	9	20806334	20853467	-1	protein_coding	gdap2	ganglioside induced differentiation associated protein 2 [Source:NCBI gene;Acc:447824]	224	326	266	197	279	259	162	221	329	192	297	253	265.7081506205389	275.26572729606323	276.72437585207683	281.9733436994641	267.5421065960103	261.07200974762964	205.19653584121713	229.3507234666386	236.53292146620953	216.8091245127852	219.99214737932093	206.29470026130244
ENSDARG00000068367	4.192050966821616e-5	0.0025264229491791437	0.4682881045760281	20	51274297	51307815	-1	protein_coding	nfkbie	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon [Source:ZFIN;Acc:ZDB-GENE-061215-132]	192	315	186	168	226	178	111	145	254	152	195	202	227.74984338903337	265.97761993331267	193.4989996559635	240.4645773680709	216.7186956655854	179.42400669914315	140.59762640972284	150.47898146001177	182.61204271251435	171.64055690595492	144.43928868339253	164.70960258017033
ENSDARG00000099960	4.2971523985783405e-5	0.0025834938028256706	0.7305567952798726	2	19163965	19215112	1	protein_coding	elovl1a	ELOVL fatty acid elongase 1a [Source:ZFIN;Acc:ZDB-GENE-041010-66]	116	199	128	194	202	176	70	94	164	105	123	169	137.59886371420765	168.0303059261245	133.16060191378133	277.67933338932	193.70432090463828	177.40800662387187	88.66516980793332	97.55189142924901	117.90698820808014	118.56748996792939	91.10785901567837	137.8015981982613
