Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count
ENSDARG00000101585	1.9448569605715223e-5	0.003844529938999528	-0.6893131424583082	3	49397115	49421274	1	protein_coding	tecra	trans-2,3-enoyl-CoA reductase a [Source:ZFIN;Acc:ZDB-GENE-090930-1]	45	57	46	28	54	32	70	57	54	88	65	86	49.654718074271806	44.70488754722432	44.49089323991719	37.32647314935592	48.07795505568657	29.998780382118163	73.52425774646694	66.59029068347516	78.20633395787225	71.42852248136339	61.4420180678053	62.230090214788284
ENSDARG00000076192	1.957673321754099e-5	0.003844529938999528	-0.6759986810493548	12	16440708	16446373	1	protein_coding	ankrd1b	ankyrin repeat domain 1b (cardiac muscle) [Source:ZFIN;Acc:ZDB-GENE-070820-13]	444	1022	730	369	950	737	1059	960	868	1351	1211	986	489.9265516661485	801.5507907590044	706.0511318508599	491.90959257544046	845.8158759796712	690.9094106756589	1112.3169850501213	1121.520685195371	1257.0944051006131	1096.5901576400222	1144.7120596940342	713.4752203695493
ENSDARG00000014975	2.0190614349739515e-5	0.003930903745469976	1.2644491016287966	16	25975426	25978063	-1	protein_coding	irge1	immunity-related GTPase family, e1 [Source:ZFIN;Acc:ZDB-GENE-051209-1]	67	84	64	54	97	62	49	7	32	23	30	32	73.93035802169358	65.880886911699	61.90037320336305	71.98676964518641	86.36225260002959	58.122636990353946	51.46698042252686	8.177754996216247	46.344494197257625	18.668818375810886	28.357854492833216	23.155382405502618
ENSDARG00000043249	2.0469844989744282e-5	0.003951204950840896	1.2891978355218376	21	45626136	45633317	1	protein_coding	irf1b	interferon regulatory factor 1b [Source:ZFIN;Acc:ZDB-GENE-041114-13]	192	487	131	99	173	259	105	59	79	45	68	164	211.86013045022636	381.9522848333025	126.70232640063375	131.97574434950843	154.02752267840327	242.8026287177689	110.28638661970041	68.92679211096551	114.41297004947977	36.52594899615173	64.27780351708863	118.67133482820091
ENSDARG00000100612	2.0718252604991687e-5	0.003965262854501121	1.8244986301598738	7	7988986	8022741	-1	protein_coding	si:ch211-163c2.1	si:ch211-163c2.1 [Source:ZFIN;Acc:ZDB-GENE-160114-75]	29	41	31	33	70	25	7	7	18	2	17	9	31.999707203419607	32.15614718309117	29.98299327037898	43.99191478316948	62.3232750721863	23.436547173529817	7.3524257746466946	8.177754996216247	26.068777985957414	1.6233755109400771	16.069450879272157	6.51245130154761
ENSDARG00000029764	2.1478701795633973e-5	0.004076260515568047	0.2706236719841889	10	43544814	43655449	-1	protein_coding	mef2ca	myocyte enhancer factor 2ca [Source:ZFIN;Acc:ZDB-GENE-980526-253]	2021	2845	2343	1593	2193	2111	1556	1579	1225	2142	2060	2294	2230.0485606245184	2231.322895997424	2266.1339752418694	2123.6097045329993	1952.4991747614936	1978.9820433328578	1634.3392150500365	1844.6678770036362	1774.1251684887684	1738.6351722168226	1947.2393418412141	1659.9514761944688
ENSDARG00000020594	2.206242587112825e-5	0.004152148548946336	0.4822701275775638	20	36845787	36887516	-1	protein_coding	txlnba	taxilin beta a [Source:ZFIN;Acc:ZDB-GENE-030131-322]	1382	2264	1876	1326	1490	1519	1177	1195	728	1132	1314	1452	1524.9515639698586	1775.6467615248396	1814.4546895235794	1767.6751212873553	1326.595426536537	1424.0046062636716	1236.25787667988	1396.059602925488	1054.337242987611	918.8305391920836	1242.074026786095	1050.6754766496813
ENSDARG00000061081	2.2715632904586746e-5	0.004239750855513943	0.40164808938075774	19	42886413	42917226	1	protein_coding	arpp21	cAMP-regulated phosphoprotein, 21 [Source:ZFIN;Acc:ZDB-GENE-081104-296]	330	581	381	321	502	440	342	286	208	327	309	450	364.1345992113266	455.6761344725847	368.50065922627067	427.92135289083035	446.9469155176789	412.48323025412475	359.2185164184528	334.11970413112095	301.23921228217455	265.4218960387026	292.08590127618214	325.62256507738056
ENSDARG00000078878	2.3603578643488994e-5	0.004369370656430782	-1.6761007275221225	1	454315	462165	-1	protein_coding	METTL21C	si:ch73-244f7.3 [Source:ZFIN;Acc:ZDB-GENE-121214-178]	10	6	9	8	12	3	39	28	14	20	33	17	11.034381794282623	4.705777636549928	8.704739981722929	10.664706614101691	10.683990012374794	2.812385660823578	40.96351503017444	32.71101998486499	20.27571621130021	16.23375510940077	31.193639942116537	12.301296902923266
ENSDARG00000100280	2.4123194689954865e-5	0.004429253893316591	0.8472464837952461	6	57401178	57426097	-1	protein_coding	znfx1	zinc finger, NFX1-type containing 1 [Source:ZFIN;Acc:ZDB-GENE-110804-2]	60	81	44	44	56	63	29	21	24	26	39	56	66.20629076569574	63.52799809342403	42.5565065773121	58.6558863775593	49.85862005774904	59.06009887729514	30.460049637822017	24.533264988648742	34.75837064794322	21.103881642221	36.86521084068318	40.52191920962958
ENSDARG00000101369	2.4395900592578203e-5	0.00444320176599021	-0.23404070224029752	KN150164.1	4431	10422	-1	protein_coding	CABZ01090890.1	NA	587	830	629	493	735	646	667	623	515	971	813	1049	647.7182113243899	650.9659063894067	608.3646053893025	657.2125450940167	654.3943882579562	605.6003789640105	700.5811416699064	727.820194663246	745.8567034871149	788.1488105614075	768.4978567557802	759.0623794803827
ENSDARG00000027495	2.461866157156223e-5	0.004447902823457291	-0.2726436142124025	23	40410644	40438581	1	protein_coding	elovl4b	ELOVL fatty acid elongase 4b [Source:ZFIN;Acc:ZDB-GENE-030131-7672]	391	535	466	374	494	471	489	474	404	650	569	720	431.4443281564506	419.5985059257019	450.71209238698725	498.57503420925406	439.824255509429	441.5445487493017	513.6194576860333	553.7508383152144	585.0992392403775	527.5970410555251	537.8539735474034	520.9961041238089
ENSDARG00000103435	2.599300517094433e-5	0.004658936736354022	0.3087512446841439	13	23132666	23226460	1	protein_coding	sorbs1	sorbin and SH3 domain containing 1 [Source:ZFIN;Acc:ZDB-GENE-090313-168]	1330	1925	1342	1070	1527	1392	942	995	870	1486	1181	1420	1467.572778639589	1509.7703250597685	1297.973450608019	1426.4045096361012	1359.5377290746926	1304.94694662214	989.4264399595979	1162.4094601764523	1259.9909359879416	1206.1680046284773	1116.354205201201	1027.5200942441786
ENSDARG00000008384	2.7336818254996153e-5	0.004861218137565616	-0.35040863955384627	8	7393435	7444390	-1	protein_coding	hdac6	histone deacetylase 6 [Source:ZFIN;Acc:ZDB-GENE-030131-3232]	231	316	288	176	333	303	340	280	213	445	341	494	254.8942194479286	247.83762219162955	278.5516794151337	234.6235455102372	296.48072284340054	284.0509517431814	357.1178233399823	327.11019984864987	308.48053950049604	361.20105118416717	322.3342794018709	357.4612158849466
ENSDARG00000007125	2.978401215848365e-5	0.005251272810407801	0.5771644282566628	8	6903327	6918721	-1	protein_coding	asb6	ankyrin repeat and SOCS box containing 6 [Source:ZFIN;Acc:ZDB-GENE-050522-338]	69	120	88	61	98	101	62	53	40	58	68	76	76.1372343805501	94.11555273099856	85.1130131546242	81.3183879325254	87.25258510106082	94.68365058106046	65.121485432585	61.917287828494445	57.93061774657203	47.07788981726224	64.27780351708863	54.99403321306871
ENSDARG00000058475	2.9995314937239034e-5	0.005251272810407801	0.6473968874621071	1	9169807	9195760	-1	protein_coding	ern2	endoplasmic reticulum to nucleus signaling 2 [Source:ZFIN;Acc:ZDB-GENE-090312-15]	92	158	127	76	139	118	49	66	71	70	80	109	101.51631250740013	123.91881109581477	122.83355307542355	101.31471283396606	123.75621764334137	110.62050265906073	51.46698042252686	77.10454710718176	102.82684650016536	56.8181428829027	75.62094531422191	78.87302131874328
ENSDARG00000075993	3.214457472423071e-5	0.005542584321949882	0.684807206280288	17	5566138	5583345	-1	protein_coding	clic5a	chloride intracellular channel 5a [Source:ZFIN;Acc:ZDB-GENE-041114-84]	333	453	376	451	341	312	218	222	163	321	267	250	367.4449137496114	355.2862115595196	363.66469256975796	601.2228353699828	303.6033828516504	292.4881087256521	228.97554555328276	259.35165845142956	236.06726731728102	260.55176950588236	252.38490498621562	180.9014250429892
ENSDARG00000090268	3.215013045410178e-5	0.005542584321949882	-0.6387471059754815	19	5339364	5345932	-1	protein_coding	krtt1c19e	keratin type 1 c19e [Source:ZFIN;Acc:ZDB-GENE-050506-95]	15572	18289	24267	13628	15728	21454	24319	22903	14760	49541	29438	34979	17182.739330056902	14343.99453247694	23470.880570718924	18167.32771712223	14003.14957621923	20112.307322436347	25543.37748766185	26756.446096905816	21376.39794848508	40211.82309374118	27826.61735200081	25311.003786314875
ENSDARG00000091699	3.305914640568782e-5	0.005605692330550994	-0.2622954996463128	13	42725712	42757565	-1	protein_coding	capn2a	calpain 2, (m/II) large subunit a [Source:ZFIN;Acc:ZDB-GENE-050320-69]	870	1122	1075	638	1024	966	1070	923	843	1342	1163	1457	959.9912161025882	879.9804180348366	1039.7328311502388	850.5103524746098	911.7004810559824	905.5881827851921	1123.870796981709	1078.2954087867995	1220.8877690090055	1089.2849678407918	1099.339492505501	1054.293505150541
ENSDARG00000056248	3.325152621254837e-5	0.005605692330550994	-0.4248270220685211	21	25187210	25197103	1	protein_coding	si:dkey-183i3.5	si:dkey-183i3.5 [Source:ZFIN;Acc:ZDB-GENE-030131-8568]	14458	14462	12959	8916	14367	14424	17943	15041	10441	25988	18050	20793	15953.509198173817	11342.492696630843	12533.858380349715	11885.815521416334	12791.407042315723	13521.950257239763	18846.36795349795	17571.658985441223	15121.339497298964	21094.141389155364	17061.975786521318	15045.933323675497
ENSDARG00000008772	3.326083830560721e-5	0.005605692330550994	0.36990994982145226	6	21470261	21492752	-1	protein_coding	cacng1a	calcium channel, voltage-dependent, gamma subunit 1a [Source:ZFIN;Acc:ZDB-GENE-030131-732]	553	876	615	532	699	589	439	450	350	661	516	562	610.2013132238291	687.0435349362895	594.8238987510668	709.2029898377624	622.3424182208317	552.1650514083625	461.10213072427126	525.7128211853302	506.8929052825053	536.5256063656955	487.7550972767313	406.6664034966397
ENSDARG00000033144	3.5476176598596183e-5	0.0059347701652051575	0.6685056504073081	12	13319132	13331980	1	protein_coding	psme2	proteasome activator subunit 2 [Source:ZFIN;Acc:ZDB-GENE-991110-16]	147	299	119	147	207	168	127	82	67	129	111	170	162.20541237595455	234.50458555473807	115.09600642500318	195.96398403411857	184.2988277134652	157.49359700612035	133.39401048287573	95.79655852710461	97.03378472550816	104.70772045563497	104.9240616234829	123.01296902923265
ENSDARG00000021688	3.607978756932073e-5	0.005991367076952496	2.0399306713586656	1	7562316	7570181	-1	protein_coding	mxa	myxovirus (influenza) resistance A [Source:NCBI gene;Acc:360142]	12	47	10	12	50	21	6	1	4	7	3	16	13.241258153139148	36.861924819641104	9.671933313025477	15.997059921152536	44.51662505156164	19.686699625765044	6.302079235411452	1.168250713745178	5.793061774657203	5.68181428829027	2.8357854492833217	11.577691202751309
ENSDARG00000033802	3.6503916704947336e-5	0.00601755076543453	-0.4525717349918183	9	38408991	38419140	1	protein_coding	cyp27a7	cytochrome P450, family 27, subfamily A, polypeptide 7 [Source:ZFIN;Acc:ZDB-GENE-081104-519]	261	456	282	234	399	282	410	352	307	529	355	667	287.99736483077646	357.63910037779453	272.74851942731846	311.94266846247444	355.2426679114619	264.3642521174163	430.64208108644925	411.2242512383027	444.61749120494034	429.3828226436504	335.56794483185973	482.64500201469514
ENSDARG00000055192	3.840521657695007e-5	0.006285097182419133	-0.35860073265503517	2	32780138	32790887	1	protein_coding	zgc:136930	zgc:136930 [Source:ZFIN;Acc:ZDB-GENE-060312-16]	15838	17415	14053	11276	15953	16956	21499	17584	11746	22412	20424	24290	17476.25388578482	13658.519590086165	13591.967884794703	15031.903972576332	14203.474388951257	15895.603754974862	22581.400247018468	20542.520550495214	17011.325901280878	18191.545975594505	19306.027338720854	17576.38245717683
ENSDARG00000021455	4.122902160748511e-5	0.006698677870384488	0.3692314055372027	10	9834896	10018794	-1	protein_coding	strbp	spermatid perinuclear RNA binding protein [Source:ZFIN;Acc:ZDB-GENE-030729-18]	637	823	649	489	702	579	526	360	347	521	552	714	702.8901202958031	645.4758324800985	627.7084720153534	651.8801917869658	625.0134157239255	542.7904325389505	552.4822796377373	420.57025694826416	502.54810895151235	422.8893205998901	521.7845226681312	516.6544699227771
ENSDARG00000090337	4.1816771861419344e-5	0.006702375076657582	0.47159466376883724	13	12007904	12021566	-1	protein_coding	pprc1	PPARG related coactivator 1 [Source:ZFIN;Acc:ZDB-GENE-030131-9858]	636	1204	742	588	969	940	640	459	411	537	699	872	701.7866821163749	944.2927124010189	717.6574518264904	783.8559361364743	862.7321934992647	881.214173724721	672.221785110555	536.2270776090368	595.2370973460277	435.8763246874107	660.738009683014	630.9841705499463
ENSDARG00000086838	4.184532792280903e-5	0.006702375076657582	1.3518266697314956	10	8869468	8884205	1	protein_coding	itga2.3	integrin, alpha 2 (CD49B, alpha 2 subunit of VLA-2 receptor), tandem duplicate 3 [Source:ZFIN;Acc:ZDB-GENE-091204-176]	64	131	71	94	70	51	56	17	11	34	50	23	70.620043483408793	102.7428117313401	68.67072652248089	125.31030271569486	62.3232750721863	47.81055623400083	58.819406197173556	19.86026213366803	15.930919880307309	27.59738368598131	47.263090821388694	16.642931103955007
ENSDARG00000078552	4.4665856190088195e-5	0.007103758423922195	0.6194776321393072	17	26965351	26977183	1	protein_coding	grhl3	grainyhead-like transcription factor 3 [Source:ZFIN;Acc:ZDB-GENE-030131-9854]	218	359	191	197	222	211	145	145	90	125	183	223	240.54952311536118	281.5623619202374	184.7339262787866	262.61840037225414	197.6538152289337	197.80445814459165	152.30024818911008	169.39635349305084	130.34388992978708	101.46096943375483	172.98291240628262	161.36407113834636
ENSDARG00000057035	4.813766078371326e-5	0.007596919393332461	-0.9411129590148245	10	24641229	24648231	-1	protein_coding	stoml3b	stomatin (EPB72)-like 3b [Source:ZFIN;Acc:ZDB-GENE-050417-366]	363	739	465	355	489	926	1287	1111	654	1452	490	1273	400.54805913245923	579.5949455683995	449.7448990556847	473.24635600076255	435.37259300427286	868.0897073075444	1351.7959959957566	1297.926542970893	947.1656001564527	1178.570620942496	463.1782900496092	921.150056318901
ENSDARG00000054373	4.843944352815596e-5	0.007596919393332461	-4.232111496520528	8	13572531	13574764	-1	protein_coding	b3gnt3.2	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 3, tendem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-081104-528]	0	0	0	2	0	0	4	10	1	8	13	5	0	0	0	2.6661766535254228	0	0	4.201386156940968	11.68250713745178	1.4482654436643008	6.493502043760309	12.28840361356106	3.6180285008597837
ENSDARG00000002084	5.0533965913693964e-5	0.007870752318585273	0.27556626418735386	23	20180159	20258490	-1	protein_coding	lamb2	laminin, beta 2 (laminin S) [Source:ZFIN;Acc:ZDB-GENE-081030-4]	1455	2200	1574	1106	1977	1934	1181	1210	982	1751	1375	1922	1605.5025510681216	1725.451800068307	1522.36230347021	1474.3956893995587	1760.1873545387473	1813.0512893442665	1240.459262836821	1413.5833636316656	1422.1966656783434	1421.2652598280374	1299.7349975881891	1390.7701557305008
ENSDARG00000070857	5.409692833803501e-5	0.00836240387205447	-0.8233720189831628	23	20068880	20100436	-1	protein_coding	si:dkey-32e6.6	si:dkey-32e6.6 [Source:ZFIN;Acc:ZDB-GENE-081031-90]	75	67	54	39	58	62	101	102	105	115	94	88	82.75786345711967	52.54785027480753	52.228439890337576	51.99044474374574	51.639285059811506	58.122636990353946	106.08500046275944	119.16157280200817	152.06787158475157	93.34409187905443	88.85461074421075	63.677301615132194
ENSDARG00000077130	5.475059046035161e-5	0.00836240387205447	0.5442645480908362	2	1945211	1954204	1	protein_coding	bcl10	BCL10 immune signaling adaptor [Source:ZFIN;Acc:ZDB-GENE-100219-2]	133	220	138	113	144	137	92	68	94	115	96	136	146.75727786395888	172.5451800068307	133.4726797197516	150.63898092418637	128.20788014849754	128.4322785109434	96.63188160964226	79.44104853467212	136.13695170444427	93.34409187905443	90.7451343770663	98.41037522338613
ENSDARG00000035256	5.480144230712281e-5	0.00836240387205447	0.31435997620500034	5	41485277	41494831	-1	protein_coding	eef2l2	eukaryotic translation elongation factor 2, like 2 [Source:ZFIN;Acc:ZDB-GENE-030131-8112]	8539	12545	10295	8450	10167	9914	7174	7621	5936	9542	8229	9340	9422.258614137932	9838.99674175314	9957.255345759728	11264.596361144911	9052.0105379845445	9293.997147134984	7535.186072473626	8903.238689452002	8596.903673591289	7745.124562695108	7778.559487384151	6758.477239606076
ENSDARG00000008487	5.945342848248657e-5	0.009011384086231386	0.420880754674975	1	10824351	11075405	-1	protein_coding	dmd	dystrophin [Source:ZFIN;Acc:ZDB-GENE-010426-1]	1483	2024	1625	1214	1523	1504	1213	1087	731	1020	1328	1619	1636.398820092113	1587.4156560628423	1571.68916336664	1618.3692286899316	1355.9763990705676	1409.9426779595537	1274.0703520923485	1269.8885258410087	1058.6820393186038	827.9215105794393	1255.3076922160838	1171.517628578398
ENSDARG00000004763	6.028074916984671e-5	0.009075869595012121	1.861875683324022	10	35439952	35452191	1	protein_coding	hhla2a.2	HERV-H LTR-associating 2a, tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-091204-324]	66	71	81	45	50	25	11	2	1	23	32	35	72.82691984226531	55.68503536584082	78.34265983550637	59.98897470432201	44.51662505156164	23.436547173529817	11.553811931587662	2.336501427490356	1.4482654436643008	18.668818375810886	30.248378125688763	25.326199506018487
ENSDARG00000088549	6.173928189983422e-5	0.00923390690348249	-0.5647669181732126	18	6126506	6143192	1	protein_coding	si:ch1073-390k14.1	si:ch1073-390k14.1 [Source:ZFIN;Acc:ZDB-GENE-141215-14]	69	101	79	58	85	110	112	120	74	115	131	193	76.1372343805501	79.21392354859046	76.40827317290127	77.31912295223725	75.6782625876548	103.12080756353119	117.63881239434711	140.19008564942138	107.17164283115825	93.34409187905443	123.82929795203837	139.65590013318766
ENSDARG00000057353	6.669573766770264e-5	0.009909582496627607	0.3870350695049062	7	17992455	18074041	1	protein_coding	ehbp1l1a	EH domain binding protein 1-like 1a [Source:ZFIN;Acc:ZDB-GENE-080917-27]	582	863	704	511	610	627	479	460	314	491	596	634	642.2010204272486	676.8476833904313	680.9041052369936	681.2081349757455	543.1028256290521	587.7886031121278	503.1159922936809	537.395328322782	454.7553493105904	398.5386879357889	563.3760425909533	458.7660139090206
ENSDARG00000075504	6.77440215569967e-5	0.009999548907471983	1.042546759969903	11	1584747	1607337	1	protein_coding	si:dkey-40c23.2	si:dkey-40c23.2 [Source:ZFIN;Acc:ZDB-GENE-030131-5958]	52	87	29	24	43	45	19	16	19	23	19	38	57.37878533026964	68.23377572997396	28.048606607773884	31.99411984230507	38.28429754434301	42.18578491235367	19.9565842454696	18.69201141992285	27.517043429621715	18.668818375810886	17.959974512127705	27.497016606534356
ENSDARG00000022817	7.009272364859103e-5	0.01027905240831026	-0.8541309230037801	12	17705218	17707517	-1	protein_coding	pvalb3	parvalbumin 3 [Source:ZFIN;Acc:ZDB-GENE-040426-945]	61	201	136	82	193	132	222	216	165	180	198	447	67.30972894512401	157.6435508244226	131.5382930571465	109.31324279454233	171.83417269902793	123.74496907623742	233.17693171022373	252.34215416895847	238.96379820460962	146.10379598460693	187.16183965269923	323.4517479768647
ENSDARG00000032802	7.62393895647577e-5	0.011108324993099923	0.25479087158806335	17	43926523	44002032	1	protein_coding	ktn1	kinectin 1 [Source:ZFIN;Acc:ZDB-GENE-030408-4]	3052	5215	3581	3118	3921	3753	3019	2717	2118	3732	3268	4119	3367.6933236150567	4090.105062434646	3463.5193193944233	4156.569402846134	3490.993736543464	3518.294461690296	3170.996201951196	3174.137189245649	3067.426209680989	3029.218703414184	3089.115616085965	2980.5318790082897
ENSDARG00000091253	7.871684130427414e-5	0.01130884095572129	0.4123999436533036	8	1015243	1051527	-1	protein_coding	smyd1b	SET and MYND domain containing 1b [Source:ZFIN;Acc:ZDB-GENE-060522-1]	493	1044	620	509	690	574	452	363	338	605	508	679	543.9950224581333	818.8053087596875	599.6598654075796	678.5419583222201	614.3294257115507	538.1031231042446	474.7566357343294	424.07500908949964	489.51371995853367	491.0710920593733	480.1930027453091	491.32827041675864
ENSDARG00000035909	7.896932874964057e-5	0.01130884095572129	0.3661030090561877	19	30867845	30884054	1	protein_coding	mfsd2ab	major facilitator superfamily domain containing 2ab [Source:NCBI gene;Acc:445176]	855	1288	1173	709	1091	1286	785	635	523	972	1033	1009	943.4396434111643	1010.1735993127179	1134.5177776178884	945.1596236747623	971.352758625075	1205.5759866063738	824.5220332996649	741.8392032281881	757.4428270364293	788.9604983168775	976.4554563698904	730.1181514735043
ENSDARG00000006427	7.911782106818827e-5	0.01130884095572129	-0.4337519787406308	1	25848231	25851575	1	protein_coding	fabp2	fatty acid binding protein 2, intestinal [Source:ZFIN;Acc:ZDB-GENE-991019-5]	4478	8285	7161	4733	7902	6860	7935	7657	5031	12618	7456	13349	4941.1961674797585	6497.894619802692	6926.071445457544	6309.507050567912	7035.407423148802	6430.988544416581	8334.499788831645	8945.295715146829	7286.223447075097	10241.876098520946	7047.872103285482	9659.41249159545
ENSDARG00000074156	8.050337086428387e-5	0.011434516525779793	0.2915488034911897	12	3078221	3093024	1	protein_coding	sgca	sarcoglycan, alpha [Source:ZFIN;Acc:ZDB-GENE-041111-121]	487	761	665	484	665	634	447	398	396	566	512	696	537.3743933815638	596.8494635690826	643.1835653161942	645.2147501531523	592.0711131857698	594.3508363207161	469.5049030381532	464.9637840705809	573.5131156910631	459.4152695960418	483.9740500110202	503.6295673196819
ENSDARG00000002295	9.402460394766679e-5	0.013271572847213168	0.642936642085429	8	14855471	14883692	1	protein_coding	si:dkey-21p1.3	si:dkey-21p1.3 [Source:ZFIN;Acc:ZDB-GENE-081105-162]	191	199	167	104	155	188	84	83	90	92	106	192	210.7566922707981	156.07495827890594	161.52128632752547	138.64118598332198	138.0015376598411	176.24283474494422	88.22910929576032	96.96480924084979	130.34388992978708	74.67527350324355	100.19775254134403	138.9322944330157
ENSDARG00000098398	9.464018675418436e-5	0.013275490544450307	0.706732433904108	9	56443416	56459826	1	protein_coding	CABZ01079480.1	poly [ADP-ribose] polymerase 14 [Source:NCBI gene;Acc:100148704]	43	77	46	48	66	62	33	23	30	43	28	53	47.44784171541528	60.39081300239074	44.49089323991719	63.98823968461014	58.761945068061365	58.122636990353946	34.66143579476299	26.869766416139097	43.44796330992902	34.90257348521166	26.467330859977668	38.35110210911371
ENSDARG00000014651	9.618651124503469e-5	0.013409112160233726	0.6822217632191253	2	48817958	48826707	-1	protein_coding	svilb	supervillin b [Source:ZFIN;Acc:ZDB-GENE-081104-411]	59	87	71	54	56	60	41	38	22	37	52	52	65.10285258626747	68.23377572997396	68.67072652248089	71.98676964518641	49.85862005774904	56.24771321647156	43.06420810864492	44.39352712231677	31.861839760614618	30.032446952391428	49.15361445424424	37.62749640894175
ENSDARG00000103755	9.801833565867656e-5	0.013580650874328536	0.8461097843264079	4	39749453	39786864	1	protein_coding	si:dkeyp-4c4.1	si:dkeyp-4c4.1 [Source:ZFIN;Acc:ZDB-GENE-081104-4]	53	46	48	29	57	75	19	21	24	36	33	39	58.4822235096979	36.07762854688278	46.42527990252229	38.659561476118625	50.748952558780275	70.30964152058945	19.9565842454696	24.533264988648742	34.75837064794322	29.22075919692139	31.193639942116537	28.220622306706314
ENSDARG00000096979	9.92414433013178e-5	0.013666272899493665	2.721064720262121	17	43021662	43022468	-1	protein_coding	NPC2	zgc:193725 [Source:ZFIN;Acc:ZDB-GENE-080723-11]	2	25	7	89	23	23	5	3	1	9	4	9	2.2068763588565248	19.607406818958033	6.770353319117834	118.6448610818813	20.477647523718357	21.56162339964743	5.2517326961762105	3.5047521412355347	1.4482654436643008	7.305189799230347	3.7810472657110954	6.51245130154761
ENSDARG00000023797	1.013654800992898e-4	0.013874169712499156	0.3983931551456016	18	35491473	35736591	-1	protein_coding	ryr1b	ryanodine receptor 1b (skeletal) [Source:ZFIN;Acc:ZDB-GENE-070705-417]	3180	4518	4473	2395	3560	3384	2711	2519	1777	2528	2979	3648	3508.9334105818743	3543.450560322096	4326.255770916296	3192.746542596694	3169.583703671189	3172.371025408996	2847.489467866741	2942.823547924104	2573.5676933914624	2051.9466458282573	2815.9349511383384	2639.7135942272985
ENSDARG00000092858	1.03383625616908e-4	0.014032141880191886	1.1310529010816495	13	20535159	20540790	-1	protein_coding	si:ch1073-126c3.2	si:ch1073-126c3.2 [Source:ZFIN;Acc:ZDB-GENE-030131-4602]	116	126	150	151	151	191	31	36	78	137	71	55	127.99882881367843	98.82133036754848	145.07899969538215	201.29633734116942	134.44020765571616	179.05522040576778	32.5607427162925	42.057025694826415	112.96470460581546	111.20122249939529	67.11358896637195	39.79831350945762
ENSDARG00000104329	1.0376229604994885e-4	0.014032141880191886	0.8092143606316823	8	19514294	19520341	1	protein_coding	si:ch73-281k2.5	si:ch73-281k2.5 [Source:ZFIN;Acc:ZDB-GENE-141222-10]	211	385	522	191	267	361	210	187	151	157	139	215	232.82545585936336	301.95406501195373	504.8749189399299	254.61987041167785	237.71877777533916	338.42374118577055	220.57277323940082	218.46288347034832	218.68808199330942	127.43497760879606	131.39139248346058	155.5752255369707
ENSDARG00000055938	1.067068783649334e-4	0.014344453220200332	-0.3153827438844969	13	21638454	21650404	-1	protein_coding	tspan14	tetraspanin 14 [Source:ZFIN;Acc:ZDB-GENE-060825-329]	214	283	248	174	265	257	323	251	193	332	293	404	236.13577039764814	221.95584519060495	239.86394616303184	231.95736885671178	235.9381127732767	240.9277049438865	339.26193217298317	293.23092915003974	279.51523062721003	269.4803348160528	276.96171221333776	292.3367028694705
ENSDARG00000011770	1.1670951593854607e-4	0.01555035603149273	-0.3437352959193186	9	23808546	23812636	1	protein_coding	dhrs12	dehydrogenase/reductase (SDR family) member 12 [Source:ZFIN;Acc:ZDB-GENE-060929-1134]	264	459	353	279	304	370	398	373	268	544	420	593	291.30767936906125	359.9919891960695	341.41924594979935	371.93164316679645	270.6610803134948	346.86089816824125	418.0379226156263	435.75751622695145	388.1351389020326	441.55813897570096	397.009962899665	429.09818020197037
ENSDARG00000003259	1.1705457515735761e-4	0.01555035603149273	-0.5641428372338828	10	7738540	7756876	-1	protein_coding	loxa	lysyl oxidase a [Source:ZFIN;Acc:ZDB-GENE-040426-2398]	74	124	93	43	105	87	120	99	90	148	166	139	81.65442527769142	97.25273782203185	89.94897981113694	57.322798050796585	93.48491260827944	81.55918416388376	126.04158470822904	115.65682066077264	130.34388992978708	120.12978780956571	156.91346152701047	100.58119232390199
