Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000103929	2.6975064227736443e-5	0.0023184839101500257	0.2648618798316861	1	44839	50247	-1	protein_coding	ildr1a	immunoglobulin-like domain containing receptor 1a [Source:ZFIN;Acc:ZDB-GENE-040426-1412]	585	567	420	776	551	433	352	508	665	464	655	619	608.6068952016269	641.080270403283	569.8624669212853	581.1574230121521	546.2226946003606	569.6236337097374	440.4127049361036	520.0239443134443	472.2562135992725	517.0510399539704	478.5061231202163	498.14922056180967
ENSDARG00000068367	2.7398403226183265e-5	0.0023469138979725565	0.4999237628799818	20	51274297	51307815	-1	protein_coding	nfkbie	nuclear factor of kappa light polypeptide gene enhancer in B-cells inhibitor, epsilon [Source:ZFIN;Acc:ZDB-GENE-061215-132]	225	257	136	294	213	146	111	145	254	152	195	202	234.0795750775488	290.5778297947861	184.5268940507019	220.18077624429475	211.15323765857858	192.06709127395303	138.8801427497372	148.4320313493099	180.38056880333116	169.37878895043858	142.4560213869346	162.56242738850656
ENSDARG00000051874	2.8164302277729956e-5	0.002404396916672872	-0.2635126312789389	25	22571475	22634675	1	protein_coding	stra6	stimulated by retinoic acid 6 [Source:NCBI gene;Acc:724007]	804	756	749	1071	838	668	785	1040	1570	922	1376	1304	836.4443482771078	854.773693871044	1016.2547326762921	802.0871134613594	830.7343340745956	878.7727189794563	982.1703789057991	1064.6159489881538	1114.950759926102	1027.41607508095	1005.2281304021642	1049.4128975970918
ENSDARG00000026629	2.9193871051458894e-5	0.0024839281896300008	0.40316417058944914	20	26709009	26822550	-1	protein_coding	gmds	GDP-mannose 4,6-dehydratase [Source:ZFIN;Acc:ZDB-GENE-050419-45]	582	409	422	753	402	377	292	392	580	348	528	484	605.485834200593	462.4370909963717	572.5760977161485	563.9323962991631	398.51456121478213	495.9540644539746	365.34235750381316	401.2783192339964	411.8926374249294	387.7882799654778	385.7270732938537	389.50601413879787
ENSDARG00000071445	2.9311072960860472e-5	0.0024855593810120978	0.21980807662402693	12	26385096	26408876	-1	protein_coding	myoz1b	myozenin 1b [Source:ZFIN;Acc:ZDB-GENE-040718-146]	3194	2967	2389	4451	3408	2504	2380	2466	3800	2542	4301	3645	3322.889612434182	3354.6475525335813	3241.431984464168	3333.417126065837	3378.451802537257	3294.0821681505367	2977.7904481475184	2524.368202119988	2698.606934852986	2832.637378368519	3142.0684512061835	2933.3665734213187
ENSDARG00000041609	3.078921010540412e-5	0.002602201407408405	-0.37692895587446784	22	12641580	12693837	-1	protein_coding	adarb1a	adenosine deaminase RNA specific B1a [Source:ZFIN;Acc:ZDB-GENE-000627-2]	400	425	324	550	471	384	441	633	829	442	947	681	416.1414668045312	480.52753954390704	439.6081887678487	411.90281270191196	466.9163142591104	505.16276061094493	551.7670536273342	647.9825920283666	588.7224076297698	492.5356889216701	691.8248833509081	548.0446190671929
ENSDARG00000071076	3.164239765076938e-5	0.002657161370869968	0.4028942817974421	25	3326885	3336587	1	protein_coding	ldhbb	lactate dehydrogenase Bb [Source:NCBI gene;Acc:436747]	563	424	436	723	615	374	327	424	452	411	578	567	585.7191145273777	479.39688650968606	591.5715132801914	541.4649701517861	609.6677988733608	492.0074803867016	409.13339350598255	434.0357330490165	320.99219330356567	457.99133064888326	422.2542582648626	456.3014669766496
ENSDARG00000051819	3.1649092250156984e-5	0.002657161370869968	0.796739168283364	7	67183718	67214972	-1	protein_coding	swap70a	switching B cell complex subunit SWAP70a [Source:ZFIN;Acc:ZDB-GENE-040426-1182]	100	87	47	103	60	73	34	48	45	49	68	74	104.0353667011328	98.36681397722332	63.77032367928669	77.13816310599442	59.47978525593763	96.03354563697651	42.53986354496455	49.13612072253017	31.957187386416937	54.6023727537598	49.67697156057207	59.552572409650914
ENSDARG00000029995	3.23954993111424e-5	0.0027108511057228235	0.2170129662884844	7	39385540	39394430	1	protein_coding	tnni2b.2	troponin I type 2b (skeletal, fast), tandem duplicate 2 [Source:ZFIN;Acc:ZDB-GENE-040801-9]	4789	4127	3322	5724	4302	3372	3295	3656	5347	3485	5008	5158	4982.25371131725	4666.205072229893	4507.34075026788	4286.784908919534	4264.7006028507285	4435.96049161486	4122.6132464899465	3742.534528366048	3797.2240212260303	3883.454470343937	3658.562846696249	4150.975249851073
ENSDARG00000077836	3.421740112644273e-5	0.00285388883408209	0.6651558986756112	6	30668098	30676074	1	protein_coding	ttc22	tetratricopeptide repeat domain 22 [Source:ZFIN;Acc:ZDB-GENE-050208-292]	125	92	75	117	104	77	36	62	83	53	103	111	130.044208376416	104.02007914832811	101.76115480737238	87.62296197477036	103.09829444362522	101.29565772667385	45.04220845937423	63.467489266601476	58.94325673494679	59.05970930508714	75.24600104027827	89.32885861447637
ENSDARG00000053133	3.454312136283652e-5	0.002871609318540065	0.6603525904664399	8	22289320	22290886	1	protein_coding	b3gnt7l	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 7, like [Source:ZFIN;Acc:ZDB-GENE-040718-143]	244	162	161	270	177	185	98	147	130	112	170	239	253.84629475076406	183.16579154379514	218.4472789864927	202.20683532639313	175.46536650501602	243.37268414850212	122.61490080607429	150.47936971274865	92.32076356076004	124.80542343716527	124.19242890143018	192.33871359333202
ENSDARG00000019122	3.650982623750803e-5	0.0030186718184298817	-4.653903157508643	22	14098028	14099399	1	protein_coding	he1.2	hatching enzyme 1, tandem dupliate 2 [Source:ZFIN;Acc:ZDB-GENE-030131-2100]	0	0	0	2	0	0	4	2	45	5	14	3	0	0	0	1.4978284098251344	0	0	5.004689828819359	2.047338363438757	31.957187386416937	5.571670689159164	10.227611791882484	2.414293476066929
ENSDARG00000103319	3.6550276010963265e-5	0.0030186718184298817	2.3914427736581096	19	48328898	48330287	-1	protein_coding	si:ch73-359m17.7	si:ch73-359m17.7 [Source:ZFIN;Acc:ZDB-GENE-141212-401]	15	14	7	13	8	9	3	6	0	3	0	2	15.605305005169921	15.829142479093408	9.497707782021422	9.735884663863374	7.9306380341250176	11.839752201819023	3.753517371614519	6.142015090316272	0	3.343002413495498	0	1.6095289840446194
ENSDARG00000102701	3.735368782829067e-5	0.003075008944436071	-0.43615929482876264	16	35944222	35975254	-1	protein_coding	eva1ba	eva-1 homolog Ba (C. elegans) [Source:ZFIN;Acc:ZDB-GENE-030131-8941]	120	92	100	165	127	70	126	149	246	142	221	189	124.84244004135937	104.02007914832811	135.68153974316317	123.57084381057359	125.89887879173465	92.0869615697035	157.6477296078098	152.52670807618742	174.69929104574592	158.23544757212025	161.45015757185922	152.10048899221653
ENSDARG00000086685	3.7597428938694425e-5	0.003085057639937208	0.49627425531496483	9	23900703	23902215	1	protein_coding	trim63b	tripartite motif containing 63b [Source:ZFIN;Acc:ZDB-GENE-040426-1003]	688	473	382	711	508	359	309	331	660	297	624	421	715.7633229037937	534.798885186513	518.3034818188833	532.4779996928353	503.5955151669386	472.27456005033656	386.6122892762954	338.8344991491143	468.7054150007817	330.95723893605435	455.8592684381907	338.8058511413924
ENSDARG00000039052	3.925155706632093e-5	0.0032059946403927846	1.017653060849138	2	21326957	21335131	-1	protein_coding	klhl40a	kelch-like family member 40a [Source:NCBI gene;Acc:553257]	98	109	57	298	168	99	74	47	65	51	104	111	101.95465936711015	123.24118073008438	77.33847765360301	223.17643306394504	166.54339871662538	130.23727422000925	92.58676183315814	48.112451540810795	46.16038178038002	56.83104102942347	75.97654473969845	89.32885861447637
ENSDARG00000016081	3.933931568397595e-5	0.0032059946403927846	-0.33860898294317754	2	5508542	5517438	-1	protein_coding	cldn15la	claudin 15-like a [Source:ZFIN;Acc:ZDB-GENE-010328-12]	774	737	607	1132	824	681	752	932	1744	1079	1267	1348	805.2337382667679	833.2912862208458	823.5869462410004	847.770879961026	816.8557175148768	895.8745832709727	940.8816878180394	954.0596773624609	1238.5185511535808	1202.3665347205476	925.5988671653648	1084.8225352460734
ENSDARG00000101334	3.945061438779526e-5	0.0032059946403927846	0.34850856452349305	15	43604032	43625549	-1	protein_coding	ctsc	cathepsin C [Source:ZFIN;Acc:ZDB-GENE-030619-9]	756	706	540	1039	608	490	456	590	716	521	727	773	786.507372260564	798.2410421599961	732.6803146130811	778.1218589041573	602.7284905935013	644.6087309879246	570.5346404854068	603.9648172144334	508.4743593038784	580.5680858103849	531.105269478469	622.0829523332453
ENSDARG00000056680	4.0176541071990214e-5	0.0032545565459434884	-0.3854387176765382	14	24215046	24221965	1	protein_coding	stc2a	stanniocalcin 2a [Source:ZFIN;Acc:ZDB-GENE-041008-14]	422	284	281	443	440	266	394	514	623	465	619	650	439.02924747878046	321.105461718752	381.2651266782885	331.7689927762673	436.18509187687596	349.9304539648733	492.9619481387068	526.1659594037607	442.42950537195003	518.1653740918023	452.20654994108986	523.0969198145012
ENSDARG00000017246	4.0724943038422246e-5	0.0032845126591317963	-0.2963213352768181	18	46211210	46241856	-1	protein_coding	prx	periaxin [Source:ZFIN;Acc:ZDB-GENE-030131-5790]	1811	1696	1397	1991	1862	1264	1765	2160	3203	1756	3254	2602	1884.0804909575152	1917.5875460387442	1895.4711102119893	1491.0881819809213	1845.8560024425979	1662.8274203443605	2208.319386966542	2211.125432513858	2274.641582193188	1956.7707460326983	2377.1891979132574	2093.99720824205
ENSDARG00000053483	4.095266731788828e-5	0.0032845126591317963	-0.5097624819226424	6	43450221	43474757	1	protein_coding	zgc:113054	zgc:113054 [Source:ZFIN;Acc:ZDB-GENE-050320-9]	527	324	366	815	459	337	577	667	945	793	873	711	548.2663825149699	366.3315830875903	496.5944354599772	610.3650770037423	455.02035720792287	443.33294355700116	721.9265078071925	682.7873442068255	671.1009351147557	883.6669713006434	637.764649593815	572.1875538278622
ENSDARG00000012600	4.1038221931726396e-5	0.0032845126591317963	0.5512228247468468	2	41949186	41964402	-1	protein_coding	si:dkey-97a13.6	si:dkey-97a13.6 [Source:ZFIN;Acc:ZDB-GENE-070912-617]	149	120	84	150	101	79	73	78	114	80	113	88	155.01269638468787	135.67836410651492	113.97249338425706	112.33713073688509	100.12430518082834	103.92671377152253	91.33558937595329	79.84619617411154	80.95820804558957	89.14673102654662	82.55143803448006	70.81927529796324
ENSDARG00000009779	4.1064504553136635e-5	0.0032845126591317963	0.2724882280926102	19	348729	353231	1	protein_coding	mcl1a	MCL1 apoptosis regulator, BCL2 family member a [Source:ZFIN;Acc:ZDB-GENE-000511-7]	1344	1340	997	1628	1267	1026	958	1147	1396	972	1567	1376	1398.235328463225	1515.0750658560833	1352.7449512393368	1219.2323255976594	1256.0147986545496	1349.7317510073685	1198.6232140022364	1174.1485514321273	991.3829686986231	1083.1327819725414	1144.7619769914181	1107.355941022698
ENSDARG00000020504	4.14581310507284e-5	0.0033055689081484857	-0.22138181840138496	3	45776370	45778123	-1	protein_coding	h3f3b.1	H3 histone, family 3B.1 [Source:ZFIN;Acc:ZDB-GENE-050417-65]	2700	2655	2381	4153	2881	2257	2797	3710	4503	3219	4512	4456	2808.9549009305856	3001.8838058566425	3230.577461284715	3110.2406930018915	2856.021022039272	2969.146746611726	3499.5293628019367	3797.812664178895	3197.849217800788	3587.0415896806694	3296.2131717838406	3586.030576451412
ENSDARG00000024694	4.357398916699631e-5	0.0034633808631009135	-0.17729012414270628	9	16127209	16239130	-1	protein_coding	myo1b	myosin IB [Source:ZFIN;Acc:ZDB-GENE-030131-695]	1666	1459	1240	2377	1834	1298	1622	1892	2637	1839	2559	2478	1733.2292092408725	1649.6227769283773	1682.4510928152233	1780.1690650771723	1818.0987693231602	1707.5553731067878	2029.40172558625	1936.7820918130644	1872.6911808440325	2049.2604794727404	1869.461326816234	1994.2064112312833
ENSDARG00000042857	4.5192625034517474e-5	0.0035808093992193454	-0.9027590275989557	22	14127472	14128716	-1	protein_coding	si:ch211-246m6.4	si:ch211-246m6.4 [Source:ZFIN;Acc:ZDB-GENE-050208-498]	30	16	20	22	38	17	43	46	76	32	63	59	31.210610010339842	18.090448547535324	27.136307948632634	16.47611250807648	37.67053066209383	22.363976381213707	53.8004156598081	47.08878235909142	53.97213869705971	35.65869241061865	46.02425306347118	47.48110502931627
ENSDARG00000039943	4.563471778583369e-5	0.003604574048161412	0.3815158127834636	16	34046733	34056443	1	protein_coding	tent5ba	terminal nucleotidyltransferase 5ba [Source:ZFIN;Acc:ZDB-GENE-061110-129]	686	492	487	981	752	514	422	499	730	372	795	724	713.6826155697711	556.2812928367111	660.7690985492046	734.6848350192284	745.4799752077516	676.1814035261086	527.9947769404423	510.81092167796993	518.4165953796526	414.53229927344177	580.7822410390411	582.6494922241521
ENSDARG00000010472	4.8023832191040855e-5	0.0037708559910908817	0.30730633260696105	2	44203075	44255537	-1	protein_coding	atp1a2a	ATPase Na+/K+ transporting subunit alpha 2 [Source:ZFIN;Acc:ZDB-GENE-001212-6]	2414	2378	1987	4442	3054	2026	1955	2053	2963	2242	3129	2795	2511.413752165346	2688.692915377437	2695.992194696652	3326.6768982216236	3027.5210695272253	2665.259773431704	2446.0421538354617	2101.5928300698843	2104.2032494656305	2498.337137018969	2285.8712354857353	2249.3167552023556
ENSDARG00000063292	4.8037329328430474e-5	0.0037708559910908817	-0.3540286121432988	8	7311478	7352278	1	protein_coding	ssuh2rs1	ssu-2 homolog, related sequence 1 [Source:NCBI gene;Acc:767720]	1672	1367	1239	2015	1477	1020	1539	2069	3354	1709	2344	2260	1739.4713312429406	1545.602697780049	1681.0942774177915	1509.062122898823	1464.1940470503314	1341.8385828728226	1925.5544116382482	2117.9715369773944	2381.875699867609	1904.397041554602	1712.394431440896	1818.7677519704198
ENSDARG00000004877	4.824463947320219e-5	0.003775440845194573	0.32371691282984993	20	33601046	33705044	-1	protein_coding	rock2b	rho-associated, coiled-coil containing protein kinase 2b [Source:ZFIN;Acc:ZDB-GENE-060125-2]	432	445	385	688	476	363	290	425	626	347	517	422	449.43278414889375	503.14060022832615	522.3739280111782	515.2529729798463	471.87296303043854	477.5366721400339	362.8400125894035	435.05940223073594	444.5599845310445	386.673945827646	377.69109260023174	339.6106156334147
ENSDARG00000034105	4.9527744343106176e-5	0.003863926024059868	0.2176096864476131	1	16548733	16619858	1	protein_coding	mtus1b	microtubule associated tumor suppressor 1b [Source:ZFIN;Acc:ZDB-GENE-070619-5]	714	631	504	988	705	556	467	622	842	529	901	791	742.8125182460883	713.4420645934243	683.8349603055424	739.9272344536164	698.8874767572671	731.4335804679307	584.2975375146601	636.7222310294535	597.9544839858457	589.4827589130396	658.2198731775799	636.5687131896469
ENSDARG00000038518	4.9790854832531423e-5	0.003872537191039369	0.36977331208561587	8	1839695	1856656	1	protein_coding	snap29	synaptosome associated protein 29 [Source:ZFIN;Acc:ZDB-GENE-041111-226]	419	320	304	580	406	297	263	284	423	352	372	388	435.9081864777465	361.80897095070645	412.47188081921604	434.37023884928897	402.4798802318446	390.71182266002774	329.0583562448728	290.7220476083035	300.3975614323192	392.2456165168051	271.762256184306	312.24862290465614
ENSDARG00000056090	5.069589123500016e-5	0.0039308694870441255	-0.24016877382656837	8	27807266	27827660	1	protein_coding	capza1b	capping actin protein of muscle Z-line subunit alpha 1b [Source:ZFIN;Acc:ZDB-GENE-031002-24]	2863	2607	2403	4236	2960	2276	3254	3422	5192	3079	4383	4614	2978.532548653432	2947.6124602140367	3260.4274000282107	3172.4005720096347	2934.3360726262563	2994.141779037788	4071.3151757445485	3502.9959398437136	3687.149264672816	3431.034810384213	3201.9730345586377	3713.183366190937
ENSDARG00000117639	5.142107992996582e-5	0.003974943541537449	4.0919267528565415	3	906519	909941	1	lincRNA	FP102809.1	NA	18	1	12	19	5	2	0	0	3	0	0	1	18.726366006203904	1.1306530342209578	16.28178476917958	14.229369893338777	4.956648771328136	2.6310560448486715	0	0	2.1304791590944623	0	0	0.8047644920223097
ENSDARG00000040466	5.267311052906146e-5	0.004059351724815663	-0.5381231754236645	9	44907768	44953664	-1	protein_coding	vil1	villin 1 [Source:ZFIN;Acc:ZDB-GENE-040426-799]	2028	2470	1822	3308	2333	2540	2943	2609	6415	4120	4490	4636	2109.8372366989734	2792.7129945257657	2472.1176541204327	2477.4081898507725	2312.7723167017084	3341.441176957813	3682.2005415538433	2670.752895105859	4555.674601863659	4591.056647867151	3280.1412103965968	3730.8881850154276
ENSDARG00000039272	5.294513114371446e-5	0.0040679509095420605	-0.41582176479974786	2	8059957	8111346	-1	protein_coding	pls1	plastin 1 (I isoform) [Source:ZFIN;Acc:ZDB-GENE-030131-6205]	382	326	298	456	450	268	463	505	761	507	530	620	397.41510079832733	368.5928891560322	404.33098843462625	341.50487744013066	446.0983894195322	352.561510009722	579.2928476858408	516.9529367682862	540.4315466902952	564.9674078807392	387.18816069269405	498.953985053832
ENSDARG00000020298	5.394636299620452e-5	0.0041323565974887184	0.4896787776443306	22	336256	339623	1	protein_coding	btg2	B-cell translocation gene 2 [Source:ZFIN;Acc:ZDB-GENE-000210-15]	583	752	428	890	522	452	344	405	806	423	537	541	606.5261878676042	850.2510817341602	580.7169901007384	666.5336423721848	517.4741317266573	594.6186661357998	430.4033252784648	414.58601859634837	572.3887340767122	471.36334030286525	392.3019665886353	435.3775901840695
ENSDARG00000099923	5.460492835898145e-5	0.004163250894992826	0.29910668255927114	14	48862987	48921546	1	protein_coding	zgc:154054	zgc:154054 [Source:ZFIN;Acc:ZDB-GENE-061103-283]	424	331	322	585	378	296	263	319	488	309	413	434	441.1099548128031	374.246154327137	436.8945579729854	438.1148098738518	374.72264711240706	389.3962946376034	329.0583562448728	326.55046896848177	346.55794321269923	344.32924859003634	301.7145478605333	349.2677895376824
ENSDARG00000008306	5.467807328071824e-5	0.004163250894992826	-0.2541733903750236	22	10110358	10121880	-1	protein_coding	rdh5	retinol dehydrogenase 5 (11-cis/9-cis) [Source:ZFIN;Acc:ZDB-GENE-050208-411]	568	489	424	845	579	460	538	759	1042	633	881	844	590.9208828624344	552.8893337340484	575.2897285110118	632.8325031511193	573.9799277197982	605.1428903151944	673.1307819762037	776.9649089250083	739.9864279254766	705.3735092475501	643.6089991891763	679.2212312668294
ENSDARG00000100336	5.493861317002234e-5	0.004170564481814121	0.45606625823775954	6	23712911	23781581	1	protein_coding	pik3r6a	phosphoinositide-3-kinase, regulatory subunit 6a [Source:ZFIN;Acc:ZDB-GENE-170330-1]	129	129	91	147	116	94	76	80	127	80	128	119	134.20562304446133	145.85424141450355	123.47020116627849	110.09038812214737	114.99425149481276	123.65963410788757	95.08910674756781	81.8935345375503	90.19028440166558	89.14673102654662	93.50959352578272	95.76697455065485
ENSDARG00000020623	5.6298895244765014e-5	0.004261070116211991	0.3259640942453111	3	37776489	37785873	-1	protein_coding	baxa	BCL2 associated X, apoptosis regulator a [Source:ZFIN;Acc:ZDB-GENE-000511-6]	402	365	269	556	353	272	259	293	455	257	382	425	418.2221741385539	412.68835749064954	364.9833419091089	416.3962979313874	349.93940325576636	357.8236220994193	324.0536664160535	299.93507024377794	323.12267246266015	286.383873422781	279.0676931785078	342.0249091094816
ENSDARG00000097208	5.662284704232268e-5	0.004272834186780034	0.5769203860737172	25	30298377	30299662	1	protein_coding	C25H11orf96	si:ch1073-281m9.1 [Source:NCBI gene;Acc:100330987]	263	317	196	251	239	194	111	196	244	183	249	194	273.6130144239793	358.41701184804356	265.9358178965998	187.97746543305436	236.9278112694849	255.21243635032116	138.8801427497372	200.6391596169982	173.27897160634961	203.92314722322539	181.90538115562418	156.12431145232807
ENSDARG00000058716	5.747893827327266e-5	0.0043245652223110635	1.5057756974958527	8	12951155	12969237	1	protein_coding	cept1a	choline/ethanolamine phosphotransferase 1a [Source:ZFIN;Acc:ZDB-GENE-081105-47]	15	16	13	22	20	14	4	2	5	8	17	6	15.605305005169921	18.090448547535324	17.638600166611212	16.47611250807648	19.826595085312544	18.417392313940702	5.004689828819359	2.047338363438757	3.5507985984907706	8.914673102654662	12.419242890143018	4.828586952133858
ENSDARG00000038473	5.93791181275851e-5	0.004454312248890297	0.24162337238177217	13	11746412	11763191	-1	protein_coding	ube2d3	ubiquitin-conjugating enzyme E2D 3 [Source:ZFIN;Acc:ZDB-GENE-030131-551]	936	928	709	1512	1009	710	721	807	1251	784	1089	1054	973.7710323226031	1049.2460157570488	961.9821167790268	1132.3582778278017	1000.2517220540178	934.0248959212785	902.0953416446894	826.1010296475386	888.4098093423909	873.6379640601568	795.5620886685733	848.2217745915144
ENSDARG00000110710	5.9556170498123687e-5	0.00445441505303813	-1.5668838086444161	3	10743236	10749691	-1	protein_coding	CU210890.1	NA	5	5	6	9	15	4	26	31	26	7	30	31	5.201768335056641	5.653265171104788	8.14089238458979	6.740227844213105	14.869946313984407	5.262112089697343	32.53048388732583	31.733744633300738	18.464152712152007	7.80033896482283	21.916310982605324	24.9476992526916
ENSDARG00000006598	6.0314365226362485e-5	0.0044978550891600615	0.5655301806727805	16	26530426	26537114	-1	protein_coding	sgk2b	serum/glucocorticoid regulated kinase 2b [Source:ZFIN;Acc:ZDB-GENE-060929-44]	514	512	261	777	398	317	273	310	500	206	487	416	534.7417848438226	578.8943535211304	354.12881872965585	581.9063372170647	394.5492421977196	417.0223831085145	341.57008081692123	317.3374463330074	355.0798598490771	229.55283239335753	355.77478161762645	334.7820286812808
ENSDARG00000029439	6.306334340177575e-5	0.004689064727132037	-0.4444695599803164	8	11687254	11744994	1	protein_coding	atp2a2a	ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2a [Source:ZFIN;Acc:ZDB-GENE-040426-702]	1132	880	831	1394	955	754	1312	1552	1577	1210	1565	2129	1177.6803510568234	994.9746701144428	1127.5135952656858	1043.9864016481188	946.719915323674	991.9081289079492	1641.5382638527497	1588.7345700284757	1119.9218779639891	1348.3443067765177	1143.3008895925777	1713.3436035154973
ENSDARG00000057714	6.45006222981175e-5	0.004781910170668917	0.2822315827761277	4	2228754	2250264	1	protein_coding	cmah	cytidine monophospho-N-acetylneuraminic acid hydroxylase [Source:NCBI gene;Acc:431739]	585	521	469	832	598	496	451	494	753	487	604	576	608.6068952016269	589.0702308291189	636.3464213954352	623.0966184872559	592.8151930508451	652.5018991224706	564.2787781993827	505.69257576937304	534.75026893271	542.6807251241025	441.2483944497872	463.5443474048504
ENSDARG00000008637	6.497723881519972e-5	0.00480320084594574	-0.23220752950169954	1	12105901	12126625	-1	protein_coding	mttp	microsomal triglyceride transfer protein [Source:NCBI gene;Acc:406207]	1212	1065	966	1820	1412	939	1285	1433	2239	1445	1885	1858	1260.9086444177296	1204.14548144532	1310.6836739189562	1363.0238529408723	1399.7576130230655	1235.2808130564513	1607.756607508219	1466.9179374038695	1590.047612404167	1610.2128291669983	1377.0748734070346	1495.2524261774513
ENSDARG00000062750	6.555939046301193e-5	0.004832146352295544	0.3507475200060975	20	16946132	16972446	-1	protein_coding	si:ch73-74h11.1	si:ch73-74h11.1 [Source:ZFIN;Acc:ZDB-GENE-091204-215]	1042	887	681	1188	774	641	576	652	1116	711	950	814	1084.048521025804	1002.8892413539895	923.9912856509411	889.7100754361298	767.2892298015954	843.2534623739992	720.6753353499877	667.4323064810349	792.53824718314	792.2915719984331	694.0165144491687	655.0782965061601
ENSDARG00000069888	6.684614113682478e-5	0.004912706981229543	0.5361199102186467	15	2655566	2657508	-1	protein_coding	cldna	claudin a [Source:ZFIN;Acc:ZDB-GENE-010328-1]	172	154	106	249	129	134	91	103	155	124	119	162	178.94083072594842	174.1205672700275	143.82243212775296	186.47963702322923	127.8815383002659	176.280755004861	113.85669360564042	105.437925717096	110.07475655321389	138.17743309114726	86.93470023100112	130.37184770761417
ENSDARG00000022712	6.812407482807054e-5	0.004987750639803411	0.32131223139539883	3	17030665	17107445	1	protein_coding	stat3	signal transducer and activator of transcription 3 (acute-phase response factor) [Source:ZFIN;Acc:ZDB-GENE-980526-68]	579	674	472	925	706	498	457	525	851	416	785	610	602.364773199559	762.0601450649255	640.4168675877302	692.7456395441246	699.8788065115327	655.1329551673192	571.7858129426118	537.4263204026738	604.3459214631291	463.5630013380424	573.4768040448394	490.9063401336089
ENSDARG00000037527	6.826067726333202e-5	0.004987750639803411	1.364642703412262	23	20357247	20363261	-1	protein_coding	si:rp71-17i16.5	si:rp71-17i16.5 [Source:ZFIN;Acc:ZDB-GENE-090312-117]	25	23	15	32	12	12	8	4	10	13	8	10	26.0088416752832	26.005019787082027	20.352230961474476	23.96525455720215	11.895957051187526	15.786336269092029	10.009379657638718	4.094676726877514	7.101597196981541	14.486343791813825	5.84434959536142	8.047644920223096
ENSDARG00000038978	7.181266028759889e-5	0.0052322126482530745	0.42430324201421765	2	9552456	9560307	1	protein_coding	dnajb4	DnaJ heat shock protein family (Hsp40) member B4 [Source:ZFIN;Acc:ZDB-GENE-040801-192]	189	220	161	313	212	190	130	195	204	128	257	215	196.626843065141	248.7436675286107	218.4472789864927	234.41014613763355	210.16190790431295	249.9503242606238	162.65241943662915	199.61549043527884	144.87258281842344	142.6347696424746	187.7497307509856	173.02436578479657
ENSDARG00000101405	7.295954142536826e-5	0.005300542042522098	0.9780664672066492	KN149895.1	56178	59774	1	protein_coding	CABZ01084230.1	NA	37	34	23	33	26	23	13	18	15	13	28	19	38.49308567941914	38.44220316351256	31.20675414092753	24.714168762114717	25.774573610906305	30.257144515759723	16.265241943662915	18.426045270948816	10.652395795472312	14.486343791813825	20.45522358376497	15.290525348423884
ENSDARG00000008384	7.357724336736045e-5	0.005316597874838101	-0.34495577324987914	8	7393435	7444390	-1	protein_coding	hdac6	histone deacetylase 6 [Source:ZFIN;Acc:ZDB-GENE-030131-3232]	246	250	203	385	254	210	271	362	488	322	383	472	255.9270020847867	282.6632585552394	275.4335256786212	288.33196889133836	251.7977575834693	276.26088470911054	339.0677359025116	370.56824378241504	346.55794321269923	358.81559238185014	279.798236877928	379.84884023453014
ENSDARG00000000796	7.359991536455034e-5	0.005316597874838101	-0.5470229318122914	23	32149269	32194397	-1	protein_coding	nr4a1	nuclear receptor subfamily 4, group A, member 1 [Source:ZFIN;Acc:ZDB-GENE-040704-11]	638	527	353	626	531	387	749	593	1413	534	980	1090	663.7456395532273	595.8541490344447	478.95583529336596	468.8202922752671	526.396099515048	509.10934467821795	937.1281704464249	607.0358247595915	1003.4556839334917	595.0544296021986	715.932825431774	877.1932963043175
ENSDARG00000079705	7.39293737507451e-5	0.005325225202983359	0.7143257224531213	19	27522425	27542433	-1	protein_coding	si:ch211-152p11.4	si:ch211-152p11.4 [Source:ZFIN;Acc:ZDB-GENE-060503-764]	94	143	80	103	91	67	46	49	95	57	93	87	97.79324469906484	161.68338389359695	108.54523179453054	77.13816310599442	90.21100763817208	88.1403775024305	57.55393303142262	50.15978990424955	67.46517337132464	63.51704585641447	67.9405640460765	70.01451080594094
