Gene	pval	adjp	log2fc	Chr	Start	End	Strand	Biotype	Name	Description	srpk3_hom_ttnb_het_1 count	srpk3_hom_ttnb_het_2 count	srpk3_hom_ttnb_het_7 count	srpk3_hom_ttnb_het_8 count	srpk3_hom_ttnb_het_9 count	srpk3_hom_ttnb_het_10 count	srpk3_hom_ttnb_wt_1 count	srpk3_hom_ttnb_wt_4 count	srpk3_hom_ttnb_wt_5 count	srpk3_hom_ttnb_wt_6 count	srpk3_hom_ttnb_wt_7 count	srpk3_hom_ttnb_wt_8 count	srpk3_wt_ttnb_het_1 count	srpk3_wt_ttnb_het_2 count	srpk3_wt_ttnb_het_3 count	srpk3_wt_ttnb_het_7 count	srpk3_wt_ttnb_het_8 count	srpk3_wt_ttnb_het_9 count	srpk3_wt_ttnb_wt_2 count	srpk3_wt_ttnb_wt_3 count	srpk3_wt_ttnb_wt_4 count	srpk3_wt_ttnb_wt_5 count	srpk3_wt_ttnb_wt_6 count	srpk3_wt_ttnb_wt_7 count	srpk3_hom_ttnb_het_1 normalised count	srpk3_hom_ttnb_het_2 normalised count	srpk3_hom_ttnb_het_7 normalised count	srpk3_hom_ttnb_het_8 normalised count	srpk3_hom_ttnb_het_9 normalised count	srpk3_hom_ttnb_het_10 normalised count	srpk3_hom_ttnb_wt_1 normalised count	srpk3_hom_ttnb_wt_4 normalised count	srpk3_hom_ttnb_wt_5 normalised count	srpk3_hom_ttnb_wt_6 normalised count	srpk3_hom_ttnb_wt_7 normalised count	srpk3_hom_ttnb_wt_8 normalised count	srpk3_wt_ttnb_het_1 normalised count	srpk3_wt_ttnb_het_2 normalised count	srpk3_wt_ttnb_het_3 normalised count	srpk3_wt_ttnb_het_7 normalised count	srpk3_wt_ttnb_het_8 normalised count	srpk3_wt_ttnb_het_9 normalised count	srpk3_wt_ttnb_wt_2 normalised count	srpk3_wt_ttnb_wt_3 normalised count	srpk3_wt_ttnb_wt_4 normalised count	srpk3_wt_ttnb_wt_5 normalised count	srpk3_wt_ttnb_wt_6 normalised count	srpk3_wt_ttnb_wt_7 normalised count
ENSDARG00000094297	5.013625169460955e-4	0.0201223670083949	1.7815896105083064	1	58303892	58309518	1	protein_coding	si:dkey-222h21.2	si:dkey-222h21.2 [Source:ZFIN;Acc:ZDB-GENE-081031-20]	3	4	4	16	4	12	0	19	5	22	13	20	1	4	2	7	1	2	5	0	2	4	11	1	3.408136535165302	3.231294853325655	3.980657033728396	21.970524649840915	3.671006331645877	11.578948913799623	0	20.813349790934325	6.602361564306672	15.979403773356765	12.51324431963741	25.594852269159045	1.0824389013962696	4.810739232220391	2.985425382053823	5.81382257128637	0.9717892215298682	1.4925702564298338	6.064731724258354	0	1.3750280328932645	4.3191720778257885	7.804336869149395	0.7789839578663272
ENSDARG00000093535	5.055838166731447e-4	0.020257513735619917	-0.17088861937927902	10	41982998	41986326	-1	processed_transcript	BX005309.1	NA	313	405	371	240	351	333	321	314	305	478	333	226	310	351	256	487	402	485	325	362	569	345	559	450	355.5822451689132	327.1686038992226	369.20593987830875	329.5578697476137	322.1308056019257	321.31583235793954	324.3615785670203	343.9679912817568	402.744055422707	347.1888638029333	320.53156603378903	289.2218306414972	335.55605943284354	422.14236762733935	382.13444890288935	404.4759417452089	390.65926705500704	361.9482871842347	394.207562076793	359.0316204577312	391.19547535813376	372.5285917124742	396.6022099867738	350.5427810398473
ENSDARG00000062429	5.21192337128083e-4	0.02084769348512332	0.37307293322987345	16	14064397	14074594	-1	protein_coding	trim109	tripartite motif containing 109 [Source:ZFIN;Acc:ZDB-GENE-060616-101]	84	192	105	74	127	119	111	100	85	141	100	69	91	67	60	126	116	99	80	54	133	64	102	94	95.42782298462846	155.10215295963144	104.49224713537039	101.61367650551423	116.5544510297566	114.82457672851292	112.16241501850233	109.5439462680754	112.24014659321342	102.41345145651381	96.25572553567238	88.3022403285987	98.50194002706053	80.57988213969156	89.5627614616147	104.64880628315466	112.72754969746472	73.88222769327676	97.03570758813366	53.557203051705756	91.43936418740209	69.10675324521262	72.36748733211257	73.22449203943476
ENSDARG00000102376	5.300043829665155e-4	0.02116118176956923	-0.1617247008177269	KN149779.1	312	11581	1	protein_coding	cacng2b	calcium channel, voltage-dependent, gamma subunit 2b [Source:ZFIN;Acc:ZDB-GENE-090624-3]	372	525	445	345	547	428	447	395	295	594	494	397	405	415	332	634	490	684	409	569	708	438	713	670	422.6089303604975	424.10744949899225	442.8480950022841	473.73943776219477	502.0101158525737	412.9825112588532	451.681076696131	432.6985877588978	389.53933229409364	431.44390188063267	475.5032841462216	508.057817542807	438.38775506548916	499.1141953428656	495.58061342093464	526.5662157422227	476.17671854963544	510.4590276990031	496.0950550443333	564.3342321559367	486.75992364421563	472.9493425219238	505.86292615486536	521.9192517704392
ENSDARG00000080020	5.308137922805097e-4	0.02116118176956923	0.3665350171441884	7	19153320	19168375	-1	protein_coding	il13ra1	interleukin 13 receptor, alpha 1 [Source:ZFIN;Acc:ZDB-GENE-060503-103]	207	155	174	144	128	144	156	133	107	194	156	118	148	103	81	150	140	162	86	138	129	87	174	150	235.16142092640584	125.21267556636913	173.15858096718523	197.73472184856826	117.47220261266807	138.94738696559548	157.6336643503276	145.69344853654027	141.29053747616277	140.90928781960056	150.1589318356489	151.00962838803835	160.2009574066479	123.87653522967508	120.90972797317984	124.58191224185079	136.05049101418155	120.89819077081653	104.31338565724369	136.86840779880362	88.68930812161557	93.9419926927109	123.45041956654498	116.84759367994909
ENSDARG00000104642	5.340616218562726e-4	0.021243078398648856	0.8590179484380669	12	44162747	44171241	-1	protein_coding	si:dkey-31i7.2	si:dkey-31i7.2 [Source:ZFIN;Acc:ZDB-GENE-131121-104]	308	190	230	137	206	260	263	156	206	451	299	119	274	154	107	81	237	109	56	100	168	59	181	92	349.90201761030437	153.4865055329686	228.88777943938277	188.12261731426284	189.0568260797627	250.8772264656585	265.7541905393344	170.88855617819763	272.01729644943487	327.5777773538137	287.8046193516604	152.2893710014963	296.5882589825778	185.21346044048508	159.72025793987953	67.27423261059943	230.31404550257878	81.34507897542593	67.92499531169356	99.18000565130696	115.50235476303422	63.70778814793037	128.41681575600367	71.6665241237021
ENSDARG00000101009	5.349625833096479e-4	0.021243078398648856	-0.17374851529648944	16	35535171	35537491	1	protein_coding	cited4b	Cbp/p300-interacting transactivator, with Glu/Asp-rich carboxy-terminal domain, 4b [Source:ZFIN;Acc:ZDB-GENE-030425-5]	528	665	554	521	626	594	580	560	425	775	568	492	606	535	445	947	644	878	505	608	1012	671	930	774	599.8320301890932	537.2027693653902	551.3209991713828	715.4152089104448	574.5124909025798	573.1579712330813	586.0738802768591	613.4460991012222	561.2007329660671	562.9108147432497	546.7325210426192	629.6333658213125	655.9579742461393	643.4363723094774	664.2571475069757	786.5271392868847	625.8322586652351	655.238342572697	612.5379041500937	603.0144343599463	695.7641846439918	724.541116055276	659.8212080280853	602.9335833885373
ENSDARG00000053165	5.355548432711642e-4	0.021243078398648856	-0.664084844965258	17	50478455	50490475	-1	protein_coding	zgc:113377	zgc:113377 [Source:ZFIN;Acc:ZDB-GENE-050913-148]	24	14	28	7	13	16	25	14	16	18	17	13	31	31	27	20	38	30	15	21	35	29	35	39	27.265092281322417	11.309531986639792	27.864599236098773	9.6121045343054	11.930770577849101	15.43859855173283	25.261805184347374	15.336152477530556	21.12755700578135	13.074057632746444	16.363473341064303	16.63665397495338	33.555605943284355	37.283229049708034	40.303242657726614	16.61092163224677	36.927990418134996	22.388553846447504	18.19419517277506	20.82780118677446	24.06299057563213	31.313997564236963	24.83198094729353	30.380374356786763
ENSDARG00000008487	5.3754899559106e-4	0.021286581261135133	0.26330721404960594	1	10824351	11075405	-1	protein_coding	dmd	dystrophin [Source:ZFIN;Acc:ZDB-GENE-010426-1]	1483	2024	1625	1214	1523	1504	1553	1462	1028	1674	1768	1111	1213	1087	731	1020	1328	1619	1242	1226	2138	1098	2125	1688	1684.755493883381	1635.0351957827816	1617.1419199521608	1667.0135578066795	1397.7356607741676	1451.228263862886	1569.2633380516588	1601.5324944392623	1357.4455376214519	1215.8873598454193	1701.8012274706878	1421.7940435517849	1312.9983873936749	1307.3183863558913	1091.1729771406724	847.1570032445853	1290.5360861916652	1208.2356225799504	1506.4793603057751	1215.9468692850232	1469.9049671628998	1185.612735363179	1507.6559860856787	1314.9249208783604
ENSDARG00000012341	5.439858398652691e-4	0.02150557353600697	0.3418394553215499	1	53881844	53907092	-1	protein_coding	capn9	calpain 9 [Source:ZFIN;Acc:ZDB-GENE-010724-2]	620	734	643	846	684	651	532	538	474	762	695	446	509	433	408	737	514	692	369	425	742	550	639	634	704.3482172674958	592.9426055852578	639.8906181718396	1161.6914908603385	627.742082711445	628.1579785736295	537.571214322912	589.3464309222456	625.9038762962725	553.4684397862661	668.9772924729231	570.7652056022467	550.9614008107012	520.7625218878574	609.0267779389799	612.1124621482935	499.4996598663523	516.4293087247224	447.5772012502665	421.5150240180546	510.13540020340116	593.8861607010459	453.3610235805876	493.87582928725146
ENSDARG00000061096	5.465962699405302e-4	0.02157281784191244	0.34263641629971275	7	29278580	29292206	-1	protein_coding	dapk2a	death-associated protein kinase 2a [Source:ZFIN;Acc:ZDB-GENE-080402-8]	195	223	225	166	172	197	176	126	121	169	159	150	156	134	83	148	155	180	121	111	177	125	233	187	221.52887478574465	180.14468807290527	223.91195814722226	227.94419324209952	157.8532722607727	190.0877446682105	177.8431084978055	138.025372297775	159.77714985622146	122.75087444078606	153.04660360171908	191.96139201869283	168.86046861781804	161.15976427938313	123.89515335523366	122.92082007862611	150.6273293371296	134.33132307868502	146.76650772705216	110.08980627295072	121.68998091105391	134.97412743205587	165.31004459198263	145.6700001210032
ENSDARG00000102599	5.490064892421213e-4	0.021631950041234416	0.17789346663208522	8	52515188	52529642	1	protein_coding	si:ch1073-392o20.2	si:ch1073-392o20.2 [Source:ZFIN;Acc:ZDB-GENE-091204-431]	902	1194	911	732	1021	921	1049	934	706	1375	1069	747	894	719	677	1233	785	1150	654	789	1123	802	1241	1020	1024.7130515730341	964.5415137177081	906.5946394316422	1005.1515027302219	937.0243661526101	888.6843291341211	1059.9853455352159	1023.1404581438243	932.2534528801021	998.7127358347979	1028.9737059763377	955.9677322530903	967.700377848265	864.7303769916153	1010.5664918252191	1024.0633186280133	762.8545389009466	858.2278974471543	793.2669095329927	782.5302445888119	772.0782404695681	865.9940016040705	880.4710958740363	794.5636370236538
ENSDARG00000098527	5.514338683132328e-4	0.021691561121707927	0.7132413886372185	KN149696.2	82274	96645	-1	protein_coding	CABZ01060491.1	NA	16	16	17	16	21	20	19	19	7	17	15	13	15	7	9	10	12	12	6	4	11	11	22	12	18.176728187548278	12.92517941330262	16.91779239334568	21.970524649840915	19.272783241140854	19.29824818966604	19.198971940104002	20.813349790934325	9.24330619002934	12.347721097593864	14.438358830350857	16.63665397495338	16.236583520944045	8.418793656385686	13.434414219242203	8.305460816123386	11.66147065835842	8.955421538579001	7.277678069110024	3.9672002260522783	7.562654180912955	11.877723214020918	15.60867373829879	9.347807494395926
ENSDARG00000091058	5.580245423504103e-4	0.021914473749257833	0.6961839198101225	14	7764331	7786585	-1	protein_coding	sting1	stimulator of interferon response cGAMP interactor 1 [Source:NCBI gene;Acc:101243556]	22	52	21	31	31	22	36	38	16	20	22	27	22	10	14	30	19	37	14	11	22	15	23	14	24.993001257878884	42.00683309323352	20.89844942707408	42.567891509066776	28.450299070255546	21.22807300863264	36.376999465460216	41.62669958186865	21.12755700578135	14.526730703051605	21.176259617847922	34.553050563364714	23.81365583071793	12.026848080550979	20.89797767437676	24.916382448370157	18.463995209067498	27.612549743951924	16.98124882792339	10.909800621643766	15.12530836182591	16.196895291846705	16.318158908221463	10.905775410128582
ENSDARG00000088308	5.673121937254917e-4	0.022242388818460603	-0.31093335825933227	16	48645217	48673938	-1	protein_coding	notchl	notch receptor, like [Source:ZFIN;Acc:ZDB-GENE-070220-2]	61	74	68	54	92	76	71	65	63	122	77	65	73	62	68	139	85	138	78	92	147	92	104	126	69.29877621502781	59.77895478652462	67.67116957338273	74.1505206932131	84.43314562785517	73.33334312073094	71.74352672354654	71.20356507424901	83.18975571026407	88.61305728861478	74.11690866246774	83.18326987476689	79.01803980192767	74.56645809941607	101.50446298982999	115.44590534411506	82.60208383003881	102.98734769365852	94.60981489843032	91.2456051992024	101.06456041765495	99.34095778999313	73.78645767195792	98.15197869115724
ENSDARG00000105590	5.740538575757179e-4	0.022469566834481897	-0.42876134903617885	7	2021025	2047639	-1	protein_coding	si:cabz01007794.1	si:cabz01007794.1 [Source:ZFIN;Acc:ZDB-GENE-160728-147]	719	1383	881	850	701	966	747	533	732	1334	892	729	861	753	611	1510	805	1669	1222	1234	2485	878	1816	2055	816.8167229279508	1117.2201955373453	876.7397116786792	1167.1841220227986	643.34385962094	932.1053875608696	754.8227389082995	583.8692336088419	966.5857330144968	968.932937893542	858.6010717781976	932.9323652108471	931.979894102188	905.6216604654887	912.047454217443	1254.1245832346312	782.290323331544	1245.5498789906962	1482.2204334087417	1223.881269737128	1708.4723308698813	948.0582710827605	1288.4250685795728	1600.8120334153025
ENSDARG00000032876	5.762563468109898e-4	0.02248580886887133	-0.259765454121408	19	30722767	30800082	-1	protein_coding	trit1	tRNA isopentenyltransferase 1 [Source:ZFIN;Acc:ZDB-GENE-060503-297]	112	238	145	107	180	151	181	132	111	203	166	118	166	128	124	240	187	274	170	210	205	175	250	260	127.23709731283795	192.26204377287647	144.29881747265435	146.92788359581112	165.19528492406448	145.70177383197858	182.895469534675	144.59800907385954	146.57242672760813	147.4463166359738	159.78450438921615	151.00962838803835	179.68485763178074	153.94365543105252	185.09637368733704	199.33105958696126	181.72458442608536	204.48212513088723	206.20087862478402	208.27801186774462	140.94037337155962	188.96377840487824	177.37129248066807	202.5358290452451
ENSDARG00000007769	5.77234709524592e-4	0.02248580886887133	1.637588373778263	7	56602521	56606752	-1	protein_coding	sult5a1	sulfotransferase family 5A, member 1 [Source:ZFIN;Acc:ZDB-GENE-060929-978]	328	360	137	111	326	105	364	246	82	611	154	304	244	50	190	83	99	107	40	12	13	13	41	35	372.6229278447397	290.81653679930895	136.33750340519757	152.42051475827137	299.187016029139	101.31580299574671	367.81188348409773	269.4781078194655	108.27872965462942	443.79162297822654	148.23381732493547	389.0417544912175	264.11509194068975	60.1342404027549	283.6154112951132	68.9353247738241	96.20713293145695	79.8525087189961	48.51785379406683	11.901600678156836	8.93768221380622	14.037309252933811	29.088891966829564	27.264438525321452
ENSDARG00000036084	5.773127150566036e-4	0.02248580886887133	-2.121134719137467	7	33145529	33148307	1	protein_coding	itln2	intelectin 2 [Source:ZFIN;Acc:ZDB-GENE-050411-58]	5	25	11	3	13	4	30	6	16	17	4	0	179	100	3	53	18	22	3	41	120	9	5	45	5.680227558608837	20.195592833285342	10.94680684275309	4.119473371845172	11.930770577849101	3.8596496379332077	30.314166221216848	6.572636776084524	21.12755700578135	12.347721097593864	3.850229021426895	0	193.75656334993224	120.2684808055098	4.478138073080735	44.01894232545394	17.49220598753763	16.41827282072817	3.638839034555012	40.66380231703585	82.50168197359588	9.718137175108023	3.5474258496133615	35.05427810398473
ENSDARG00000031588	5.811097675287706e-4	0.02259659620620072	1.3649447512055894	12	38929663	38974869	1	protein_coding	si:dkey-239b22.1	si:dkey-239b22.1 [Source:ZFIN;Acc:ZDB-GENE-131119-12]	4681	6342	3265	3014	6376	4947	5318	5047	2993	6523	4290	4065	3940	1384	3392	1552	2880	4907	659	609	244	800	503	957	5317.829040369593	5123.217989947826	3249.211303780803	4138.697580913783	5851.5840926435285	4773.421689713895	5373.691198814373	5528.682968149766	3952.173632393974	4737.893218800281	4129.370625480346	5202.153723706576	4264.809271501302	1664.5157743482555	5063.281447963284	1289.0075186623494	2798.7529580060204	3662.0211241505967	799.331641257251	604.0062344164594	167.75342001297827	863.8344155651577	356.87104047110415	745.4876476780752
ENSDARG00000104818	5.82497857041075e-4	0.022613501094949754	-0.1791976844361909	25	30380705	30383617	-1	protein_coding	ces2b	carboxylesterase 2b [Source:ZFIN;Acc:ZDB-GENE-041014-96]	1020	1580	1421	985	1356	1452	1181	1198	1038	1765	1326	962	1285	1149	783	2012	1457	1930	1343	1565	2286	1510	1830	1800	1158.7664219562027	1276.3614670636337	1414.1284112320127	1352.5604237558314	1244.4711464279524	1401.0528185697544	1193.3676769085698	1312.3364762915432	1370.6502607500652	1281.9839845443041	1276.3509206030158	1231.11239414655	1390.9339882942063	1381.8848444553075	1168.7940370740719	1671.0587162040251	1415.896895769018	1440.3302974547894	1628.9869411357938	1552.1670884429539	1571.6570415970014	1630.487459379235	1298.3578609584904	1402.1711241593891
ENSDARG00000088615	5.908271098628128e-4	0.022899377526055423	0.4601478595178819	7	5049909	5125799	-1	protein_coding	ltb4r2a	leukotriene B4 receptor 2a [Source:ZFIN;Acc:ZDB-GENE-140106-272]	58	80	38	37	53	60	51	76	33	66	56	35	49	36	35	57	42	48	22	43	53	38	46	34	65.8906396798625	64.6258970665131	37.81624182041976	50.80683825275712	48.640833894307875	57.894744568998114	51.53408257606864	83.2533991637373	43.57558632442404	47.938211320070295	53.90320629997653	44.79099147102833	53.039506168417205	43.29665308998352	52.244944185941904	47.341126651903295	40.81514730425447	35.821686154316005	26.684819586736758	42.647402430061994	36.43824287167151	41.03213473934499	32.636317816442926	26.485454567455125
ENSDARG00000056464	5.933198061905898e-4	0.022958476024210094	0.40552665811676464	2	24304854	24308682	1	protein_coding	fitm1l	fat storage-inducing transmembrane protein 1 [Source:NCBI gene;Acc:503747]	95	179	169	115	174	190	147	102	92	234	199	92	93	90	86	214	114	188	74	96	131	92	160	121	107.9243236135679	144.60044468632307	168.18275967502473	157.91314592073158	159.68877542659567	183.33335780182736	148.53941448396256	111.7348251934369	121.48345278324277	169.9627492257038	191.54889381598804	117.7363204381316	100.66681782985307	108.24163272495882	128.3732914283144	177.73686146504045	110.78397125440499	140.30160410440436	89.75802951902364	95.21280542525469	90.06433615450882	99.34095778999313	113.51762718762757	94.2570589018256
ENSDARG00000104292	5.968490438954935e-4	0.02305742560456206	-0.3237830865160553	19	13803155	13808632	-1	protein_coding	ccn2b	cellular communication network factor 2b [Source:ZFIN;Acc:ZDB-GENE-070705-82]	120	112	72	73	101	98	114	77	110	170	136	86	130	119	88	152	156	174	101	150	208	108	199	155	136.32546140661208	90.47625589311833	71.65182660711113	100.24051871489918	92.6929098740584	94.5614161293636	115.19383164062403	84.34883862641806	145.2519544147468	123.47721097593865	130.90778672851442	110.0578647573839	140.71705718151503	143.11949215855665	131.3587168103682	126.24300440507547	151.59911855865946	129.85361230939552	122.50758083001875	148.77000847696044	143.0029154208995	116.61764610129627	141.18754881461177	120.74251346928072
ENSDARG00000102435	6.029716315713752e-4	0.0232560765867854	0.454172794755807	7	45975537	45976956	1	protein_coding	plekhf1	pleckstrin homology domain containing, family F (with FYVE domain) member 1 [Source:ZFIN;Acc:ZDB-GENE-040426-1289]	568	644	424	328	634	507	501	539	358	757	450	451	456	289	398	615	368	558	300	237	321	427	438	323	645.2738506579639	520.2384713854304	421.94964557520996	450.39575532173876	581.8545035658715	489.21059160803406	506.2465758943213	590.4418703849265	472.7290880043577	549.8367571105032	433.1507649105257	577.1639186695364	493.5921390366989	347.5759095279233	594.0996510287108	510.7858401915882	357.61843352299155	416.4271015439236	363.88390345550124	235.0566133935975	220.69199927936896	461.0716193079029	310.75450442613044	251.61181839082371
ENSDARG00000038064	6.078410252934373e-4	0.023405826493442097	0.2411422021233105	17	43468732	43476280	1	protein_coding	chmp3	charged multivesicular body protein 3 [Source:NCBI gene;Acc:406621]	157	261	206	151	256	246	217	210	134	342	251	170	189	142	160	242	166	265	161	156	269	155	248	219	178.35914534031747	210.841989179499	205.0038372370124	207.34682638287364	234.94440522533614	237.36845273289228	219.2724690001352	230.04228716295833	176.9432899234188	248.40709502218243	241.60187109453767	217.55624428785188	204.58095236389494	170.7812427438239	238.83403056430586	200.99215175018594	161.31701077395815	197.76555897695297	195.284361521119	154.72080881603887	184.94127042414408	167.3679180157493	175.95232214082273	170.59748677272566
ENSDARG00000056950	6.094966483344918e-4	0.023431540516197967	-0.19833314087035553	4	16317296	16334362	-1	protein_coding	epyc	epiphycan [Source:ZFIN;Acc:ZDB-GENE-041008-9]	2265	3194	2317	2194	2902	2929	2610	2229	1803	3569	2513	2006	2511	2297	2015	4622	3048	3852	2543	2810	4772	2474	3494	3971	2573.1430840498033	2580.1889403805358	2305.7955867871733	3012.7081926094356	2663.3150936090838	2826.2284473765912	2637.3324612458655	2441.7345623154006	2380.811580088986	2592.295093959559	2418.906382711447	2567.163682596652	2718.0040814060326	2762.56700410256	3007.8160724192267	3838.783989212229	2962.0135472230386	2874.6903138838597	3084.522554957799	2786.9581588017254	3280.816886483329	2671.40793013525	2478.941183709817	3093.3452966871855
ENSDARG00000022437	6.152979504709013e-4	0.023589700827102295	-0.2160910308424633	18	27318589	27336157	1	protein_coding	cd81b	CD81 molecule b [Source:ZFIN;Acc:ZDB-GENE-040808-52]	198	329	197	170	291	258	277	190	213	327	236	178	287	236	185	383	287	359	258	268	398	269	342	328	224.93701132090993	265.77400168603515	196.0473589111235	233.43682440455973	267.0657106272376	248.9474016466919	279.9008014425689	208.13349790934328	281.26060263946425	237.51204699489372	227.1635122641868	227.7941851955155	310.65996470072935	283.8336147010031	276.15184783997864	318.09914925752565	278.9035065790722	267.91636102915515	312.9401569717311	265.80241514550266	273.63057854575965	290.46432223378423	242.64392811355393	255.50673818015534
ENSDARG00000022712	6.155996969635886e-4	0.023589700827102295	0.26634186006968585	3	17030665	17107445	1	protein_coding	stat3	signal transducer and activator of transcription 3 (acute-phase response factor) [Source:ZFIN;Acc:ZDB-GENE-980526-68]	627	733	626	435	712	667	579	674	472	925	706	498	520	459	431	395	644	808	457	525	851	416	785	610	712.3005358495482	592.1347818719263	622.972825778494	597.3236389175499	653.4391270329661	643.5965771253624	585.0634080694851	738.3261978468282	623.2629316705498	671.8612950161368	679.565422281847	637.3118215020602	562.8682287260601	552.03232689729	643.3591698325989	328.06570223687373	625.8322586652351	602.9983835976528	554.3164795972135	520.6950296693616	585.0744279960841	449.19389609388196	556.9458583892978	475.18021429845965
ENSDARG00000069009	6.182664773464485e-4	0.023646359648835682	-0.2726300766809068	8	22283564	22288261	-1	protein_coding	si:ch211-147a11.3	si:ch211-147a11.3 [Source:NCBI gene;Acc:795658]	87	154	109	85	111	115	109	93	88	134	108	105	104	105	83	204	124	190	119	157	202	104	160	169	98.83595951979376	124.40485185303773	108.4729041690988	116.71841220227986	101.8704257031731	110.96492709057972	110.14147060375454	101.87587002931012	116.20156353179743	97.32909571044576	103.95618357852616	134.372974413085	112.57364574521203	126.28190484578528	123.89515335523366	169.43140064891708	120.50186346970366	141.7941743608342	144.3406150373488	155.71260887255193	138.87783132221972	112.29847402347049	113.51762718762757	131.6482888794093
ENSDARG00000005271	6.195514174113246e-4	0.023646359648835682	0.6657625711254767	16	3982590	4001743	1	protein_coding	zc3h12a	zinc finger CCCH-type containing 12A [Source:ZFIN;Acc:ZDB-GENE-110411-6]	52	52	47	25	36	39	53	34	17	64	34	24	31	20	41	16	25	33	21	15	33	24	35	18	59.07436660953191	42.00683309323352	46.77272014630865	34.328944765376434	33.039056984812895	37.631583969848776	53.55502699081643	37.24494173114564	22.448029318642686	46.485538249765135	32.726946682128606	30.713822722990855	33.555605943284355	24.053696161101957	61.201220332103375	13.288737305797417	24.294730538246707	24.627409231092255	25.471873241885085	14.877000847696044	22.687962542738866	25.915032466954727	24.83198094729353	14.021711241593891
ENSDARG00000071090	6.207854669740767e-4	0.023646359648835682	0.19239637408890709	17	20122019	20143946	-1	protein_coding	actn2b	actinin, alpha 2b [Source:ZFIN;Acc:ZDB-GENE-051127-39]	498	694	519	363	550	569	522	405	372	713	560	389	447	421	334	394	496	613	373	428	666	441	627	571	565.7506648374401	560.6296570520011	516.4902501262594	498.4562779932658	504.7633706013081	549.0351609959988	527.4664922491731	443.6529823857054	491.2157003844164	517.8779495637897	539.0320629997653	497.81987663514343	483.8501889241325	506.3303041911962	498.5660388029885	327.2351561552614	482.00745387881466	457.47278359574403	452.4289866296732	424.4904241875938	457.8843349534571	476.18872158029313	444.8472015415155	444.7998399416729
ENSDARG00000074904	6.210658541831631e-4	0.023646359648835682	0.1782543910697013	11	7039259	7078475	-1	protein_coding	si:ch211-253b8.5	si:ch211-253b8.5 [Source:ZFIN;Acc:ZDB-GENE-141212-327]	438	625	444	363	576	466	511	469	422	683	482	351	416	382	295	545	439	520	398	504	561	344	599	586	497.5879341341341	504.8898208321336	441.85293074385197	498.4562779932658	528.6249117570063	449.6491828192187	516.3512979680603	513.7611079972736	557.2393160274831	496.0878535092123	463.9525970819409	449.18965732374124	450.29458298084813	459.4255966770474	440.3502438529389	452.6476144787245	426.6154682516122	388.06826667175676	482.752645250965	499.86722848258705	385.6953632265607	371.4487986930178	424.9816167836807	456.4845993096678
ENSDARG00000074589	6.259375794945702e-4	0.023779033388035154	0.2939330836009972	13	27232694	27296949	1	protein_coding	rin2	Ras and Rab interactor 2 [Source:ZFIN;Acc:ZDB-GENE-090312-194]	450	409	319	289	413	391	368	405	287	487	399	388	300	248	267	339	389	454	333	304	422	234	388	419	511.2204802747953	330.3998987525482	317.4573984398396	396.84260148775155	379.0314037424368	377.28075210797107	371.8537723135933	443.6529823857054	378.97555379120297	353.7258926193066	384.0603448873328	496.54013402168545	324.73167041888087	298.26583239766427	398.55428850418537	281.55512166658275	378.02600717511876	338.81344820957224	403.9111328356064	301.50721717997317	290.1309149404788	252.6715665528086	275.28024592999685	326.3942783459911
ENSDARG00000077054	6.265554750220056e-4	0.023779033388035154	0.32916122488217264	14	35876876	35883019	-1	protein_coding	gask1b	golgi associated kinase 1B [Source:ZFIN;Acc:ZDB-GENE-100105-1]	97	133	86	74	97	98	91	78	52	150	130	69	96	69	56	83	87	83	48	72	120	71	113	94	110.19641463701143	107.44055387307803	85.58412622516052	101.61367650551423	89.02190354241252	94.5614161293636	91.95297087102443	85.44427808909882	68.66456026878939	108.95048027288703	125.1324431963741	88.3022403285987	103.91413453404188	82.98525175580176	83.59191069750705	68.9353247738241	84.54566227309854	61.9416656418381	58.221424552880194	71.40960406894101	82.50168197359588	76.66530438140774	80.17182420126197	73.22449203943476
ENSDARG00000091161	6.288672773718082e-4	0.023828645078688964	0.2237433214449695	16	46401576	46423842	1	protein_coding	rpz	rapunzel [Source:NCBI gene;Acc:100002737]	219	266	202	156	233	200	237	161	176	283	273	149	186	162	134	203	177	262	147	196	260	191	248	209	248.79396706706706	214.88110774615606	201.023180203284	214.21261533594893	213.83611881837234	192.98248189666037	239.48191314761308	176.3657534916014	232.40312706359487	205.5532394481802	262.7781307123856	190.68164940523488	201.33363565970615	194.83493890492585	200.02350059760616	168.60085456730474	172.0066922107867	195.52670359230822	178.3031126931956	194.39281107656163	178.7536442761244	206.24046671618137	175.95232214082273	162.80764719406238
ENSDARG00000091669	6.307527837671708e-4	0.0238619713412397	0.4464419800261526	21	25688388	25695124	1	protein_coding	bicdl2l	bicaudal-D-related protein 2-like [Source:ZFIN;Acc:ZDB-GENE-091204-161]	143	229	214	186	203	196	184	163	136	246	163	101	228	89	129	154	147	148	84	101	196	103	146	180	162.45450817621273	184.99163035289376	212.96515130446917	255.40734905440064	186.30357133102828	189.1228322587272	185.92688615679666	178.5566324169629	179.58423454914148	178.67878764753473	156.89683262314597	129.25400395925317	246.79606951834944	107.03894791690371	192.5599371424716	127.90409656830013	142.85301556489063	110.4501989758077	101.88749296754034	100.17180570782003	134.75274722353993	111.21868100401404	103.58483480871016	140.2171124159389
